token,n,unique_ids,unique_authors
ipums,4,2,2
john,4,3,1
joint,4,4,2
juvenile,4,3,2
krauss,4,1,1
languages,4,2,2
latitude,4,4,3
law,4,4,3
license,4,2,2
log,4,1,1
longitude,4,4,3
managed,4,4,2
mapping,4,4,3
measures,4,2,2
merges,4,4,2
missing,4,3,3
months,4,2,1
obtained,4,4,4
office,4,4,4
oil,4,2,2
organizations,4,4,4
originally,4,4,4
output,4,4,3
precipitation,4,1,1
priority,4,4,4
processor,4,2,2
production,4,3,3
purchase,4,3,1
purpose,4,4,3
rachel,4,4,3
recognized,4,1,1
refers,4,2,2
reformat,4,4,1
relative,4,4,2
represented,4,3,1
residence,4,4,2
residential,4,1,1
restricted,4,2,1
result,4,4,1
review,4,3,2
secretary,4,2,2
services,4,4,4
similar,4,3,2
stage,4,1,1
standard,4,4,2
station,4,2,1
stations,4,2,1
statistics,4,4,3
steelhead,4,3,1
steven,4,2,2
study,4,4,3
submitted,4,2,1
sustainable,4,4,3
term,4,4,2
terms,4,2,2
thirteen,4,4,1
transfers,4,3,2
trout,4,2,1
typically,4,4,3
unit,4,2,1
university,4,4,3
updated,4,4,3
users,4,3,3
village,4,3,3
western,4,4,1
wholesale,4,1,1
workforce,4,4,2
14,3,3,2
16.05.871,3,2,2
188,3,3,1
2003,3,2,2
2008,3,3,2
7,3,3,2
access,3,3,3
act,3,2,2
adopt,3,3,1
affairs,3,3,3
affected,3,2,2
aggregation,3,3,2
alaska’s,3,3,3
alongside,3,3,1
approval,3,2,2
aquifer,3,1,1
archives,3,3,3
assessed,3,3,1
assist,3,3,1
assurance,3,3,2
attributed,3,1,1
attribution,3,3,1
authors,3,3,1
awt,3,1,1
biomass,3,1,1
book,3,3,3
books,3,3,3
broad,3,3,3
calculate,3,3,3
camps,3,1,1
capture,3,3,3
carlson,3,3,2
catchtype,3,1,1
cf,3,2,2
chairman,3,2,2
chilcote,3,3,1
chosen,3,2,2
circuli,3,1,1
ckan.snap.uaf.edu,3,3,1
closed,3,3,2
coar,3,1,1
coded,3,1,1
coghill,3,3,1
commons,3,3,1
comprise,3,3,2
conjunction,3,2,2
consolidated,3,3,2
consolidation,3,3,3
construction,3,2,2
coordinates,3,3,3
correct,3,3,2
creates,3,3,2
creative,3,3,1
csv's,3,2,2
cultures,3,3,1
cycle,3,3,2
december,3,2,2
defining,3,3,3
definition,3,3,3
density,3,3,2
depend,3,3,1
detailed,3,3,3
determination,3,2,2
deviation,3,3,2
dimensions,3,2,2
director,3,2,2
distinct,3,1,1
distinguish,3,1,1
drainages,3,3,1
economies,3,3,1
ecosystem,3,2,2
efforts,3,2,2
eggs,3,3,2
electronic,3,3,2
eligible,3,3,3
enable,3,3,2
entire,3,3,2
environmental,3,3,3
evaluated,3,2,2
event,3,2,2
executive,3,3,3
existing,3,3,3
extraction,3,3,1
facilitates,3,3,3
federally,3,1,1
filled,3,2,1
finfish,3,3,1
fire,3,1,1
flags,3,3,2
funds,3,1,1
geodatabase,3,3,2
gis,3,2,2
glacier,3,2,2
global,3,2,1
gold,3,2,2
gross,3,2,2
growing,3,3,2
hand,3,2,2
holder,3,3,2
household,3,3,3
hunting,3,2,1
hydrology,3,3,1
identification,3,3,3
identifies,3,3,2
inadequate,3,1,1
indicator,3,2,2
initial,3,3,2
intersecting,3,3,1
intervals,3,3,2
july,3,3,2
kimball,3,3,1
kodiak,3,3,1
kotzebue,3,3,2
kurkowski,3,3,1
lci,3,1,1
legislature,3,3,3
lindgren,3,3,1
lookup,3,3,3
lucotch,3,3,1
majority,3,3,2
male,3,2,2
marcus,3,2,2
material,3,2,2
materials,3,3,2
maumenee,3,3,1
means,3,2,2
median,3,3,2
middle,3,2,1
million,3,2,2
month,3,3,1
nacional,3,1,1
nature,3,3,2
nhn,3,1,1
noncommercial,3,3,1
nonresident,3,3,2
northern,3,3,3
norton,3,3,2
nps,3,2,1
nutrition,3,3,1
objective,3,3,2
opinions,3,3,3
osm,3,2,2
otnc,3,1,1
parameter,3,3,1
pdfs,3,3,2
peoples,3,1,1
permanently,3,1,1
permitted,3,1,1
person,3,2,1
pertinent,3,3,1
practices,3,3,1
price,3,3,2
prices,3,2,1
primarily,3,3,3
produced,3,3,3
proposed,3,3,3
pump,3,1,1
range,3,3,2
reaching,3,3,1
recipients,3,1,1
reflect,3,3,3
regions_slope_shp.zip,3,3,1
remote,3,2,2
replaced,3,2,2
repository,3,3,2
requests,3,3,3
responses,3,1,1
revenue,3,1,1
rim,3,3,1
roads,3,3,2
ruggerone,3,1,1
sector,3,2,2
served,3,2,2
spawners,3,1,1
spend,3,3,1
standalone,3,3,3
stanford,3,3,1
static,3,2,1
status,3,3,3
studies,3,3,1
subdistrict,3,2,1
survival,3,3,2
sustainability,3,3,2
tax,3,1,1
tool,3,3,1
tracking,3,1,1
transfer,3,3,2
transportation,3,3,2
tribal,3,3,2
tribes,3,1,1
vary,3,3,2
washington,3,3,3
watersheds_slope_shp.zip,3,3,1
wbd,3,1,1
weights,3,3,3
whited,3,3,1
wide,3,3,2
wire,3,1,1
worker,3,1,1
workers,3,2,1
wu,3,3,1
0,2,2,2
04,2,1,1
08,2,1,1
10.18128,2,2,2
12.0,2,2,2
17,2,2,1
19,2,2,2
1925,2,1,1
1952,2,2,2
1974,2,1,1
1976,2,2,2
1977,2,2,2
1982,2,1,1
1990s,2,2,1
1992,2,2,2
1996,2,2,1
1997,2,2,2
20,2,2,2
2004,2,2,1
2007,2,2,2
2014,2,1,1
21,2,1,1
23,2,1,1
30,2,2,2
33,2,1,1
39.222,2,2,1
3n,2,1,1
48,2,2,1
55mm,2,1,1
80,2,2,1
9,2,2,2
901,2,1,1
abandoned,2,1,1
ac,2,1,1
accurate,2,2,2
adequacy,2,1,1
adjusted,2,2,2
administration,2,2,2
adult,2,2,1
affiliations,2,2,2
aged,2,1,1
akavgmonthlyreg_long.csv,2,1,1
akavgmonthlyspec_long.csv,2,1,1
al,2,2,2
alaska.edu,2,2,1
allocative,2,2,1
allowing,2,2,1
amendments,2,1,1
american,2,2,2
amounts,2,2,2
anadramous,2,1,1
analysts,2,2,1
analyze,2,2,1
andrew,2,1,1
ap,2,1,1
applicable,2,2,2
applicant,2,1,1
applications,2,1,1
apply,2,2,2
appropriated,2,1,1
approved,2,2,2
arcgis,2,2,2
arenas,2,2,2
article,2,2,2
aspects,2,2,2
atmospheric,2,2,2
attempt,2,2,2
attribute,2,2,1
attributes,2,1,1
averages,2,2,1
ayk,2,1,1
bag,2,2,1
barriers,2,1,1
barter,2,2,2
basis,2,2,2
begins,2,2,1
begs,2,2,1
bethel,2,1,1
boards,2,1,1
boreal,2,2,1
boundary,2,1,1
builds,2,2,2
calculated,2,2,2
calls,2,2,2
capacity,2,2,2
cataloging,2,1,1
categorized,2,2,2
category,2,2,2
censusdata_master.csv,2,1,1
centuries,2,2,1
characterizes,2,2,2
checks,2,2,1
cik,2,1,1
citation,2,2,2
city,2,2,2
cleans,2,2,2
coastline,2,1,1
coefficient,2,2,1
combination,2,2,2
combine,2,2,2
comisión,2,1,1
comments,2,2,2
committee,2,1,1
common,2,2,1
compared,2,2,2
compiles,2,2,2
completed,2,2,2
compliance,2,2,1
components,2,1,1
concerned,2,1,1
confidentiality,2,2,2
considered,2,2,1
considers,2,2,1
consist,2,2,1
constitute,2,2,2
constructs,2,1,1
contact,2,2,2
contents,2,2,2
contractor,2,1,1
contractors,2,1,1
convert,2,2,2
corporation,2,1,1
counter,2,1,1
coverage,2,2,2
craig,2,1,1
creativecommons.org,2,2,1
curve,2,2,2
customarily,2,2,1
customs,2,2,1
d050,2,2,2
data2,2,2,2
dataretrieval,2,2,1
david,2,2,2
days,2,2,1
de,2,1,1
decades,2,2,2
decennial,2,2,2
declared,2,1,1
decommissioned,2,1,1
delegated,2,2,2
dem's,2,2,1
demographic,2,2,2
departments,2,2,2
depending,2,2,1
depths,2,2,1
describing,2,2,2
descriptions,2,2,2
designed,2,2,2
determining,2,2,1
develop,2,2,2
digitized,2,2,2
direct,2,2,2
directed,2,2,1
disputes,2,2,2
distribute,2,2,2
district_region_lut.csv,2,1,1
diversity,2,2,2
divided,2,1,1
divisions,2,2,1
dolly,2,2,1
draws,2,2,1
drilling,2,1,1
dryad,2,1,1
dug,2,1,1
easier,2,2,2
easily,2,2,2
effects,2,2,2
employee,2,1,1
enables,2,2,2
enforcement,2,1,1
entities,2,2,2
era,2,2,1
eric,2,1,1
escapement_copper,2,1,1
escapement_locations.csv,2,2,1
evaluate,2,1,1
examine,2,2,1
exception,2,2,2
exists,2,2,2
extent,2,2,2
extract,2,2,1
f1mp51jd,2,2,2
facilitate,2,2,2
factor,2,2,1
fairbanks,2,1,1
farrington,2,1,1
fedaidpdfs,2,2,2
ferry,2,1,1
fertilized,2,2,1
fewer,2,2,1
filtering,2,2,1
finally,2,2,2
fine,2,2,2
fishpassage.database,2,1,1
fit,2,2,2
flow,2,2,2
force,2,2,2
form,2,2,2
formations,2,1,1
forward,2,2,2
fsb,2,1,1
ft,2,1,1
fund,2,2,2
funded,2,2,1
future,2,2,2
g.t,2,1,1
gakona,2,1,1
game's,2,2,1
generalized,2,2,2
generates,2,2,2
geospatial,2,2,1
gho,2,1,1
gorbuscha,2,2,2
governed,2,1,1
governing,2,2,1
government,2,2,2
governor,2,2,1
governors,2,1,1
graphing,2,2,1
guided,2,1,1
hatch,2,2,1
held,2,2,2
history,2,1,1
holds,2,2,2
hr002286,2,1,1
huc,2,2,1
id,2,1,1
ii,2,2,2
improve,2,2,1
improved,2,2,2
inches,2,2,1
income,2,1,1
incorporating,2,2,2
increasingly,2,2,2
indicating,2,2,1
indices,2,2,2
indigenous,2,2,2
industries,2,1,1
informed,2,2,2
input,2,2,2
inseason,2,2,2
institute,2,2,2
integral,2,2,2
intended,2,2,2
intermediate,2,1,1
inviting,2,2,2
involvement,2,2,2
irvine,2,1,1
island,2,2,2
islands,2,2,2
jonathan,2,2,2
june,2,2,1
juneau,2,2,2
keta,2,2,2
key,2,2,2
klondike,2,1,1
landsat,2,2,1
lccs,2,2,1
leaving,2,2,1
legal,2,2,2
leonawicz,2,2,1
library,2,2,2
limit,2,2,1
linked,2,1,1
listing,2,2,2
lithologies,2,1,1
live,2,2,2
living,2,2,1
low,2,2,1
magnitude,2,2,2
maintain,2,2,2
maintaining,2,1,1
manson,2,2,2
marked,2,2,2
matthew,2,2,1
maturity,2,2,1
measure,2,2,2
merging,2,2,2
methodology,2,2,1
metrics,2,2,2
meziadin,2,1,1
microsoft,2,2,2
migrants,2,1,1
mine,2,1,1
minimum,2,2,1
minneapolis,2,2,2
minnesota,2,2,2
minutes,2,2,2
monitor,2,2,2
mosaicked,2,2,1
mouths,2,2,1
munro,2,1,1
museum,2,2,2
myers,2,2,2
nass,2,1,1
natal,2,2,1
nations,2,2,2
navigation,2,2,2
necessarily,2,2,1
negative,2,1,1
nerka,2,2,2
nhgis.org,2,2,2
nonlocal,2,1,1
northwest,2,2,1
notify,2,1,1
numeric,2,2,2
nwis,2,2,1
objects,2,2,2
obtain,2,2,2
oegs,2,2,1
operated,2,2,2
operations,2,1,1
opportunity,2,2,1
optimal,2,2,1
oral,2,2,2
organized,2,2,2
panel,2,1,1
pangaea,2,1,1
parameterize,2,1,1
participate,2,2,2
participating,2,2,2
parties,2,2,2
passable,2,1,1
path,2,2,2
patrol,2,1,1
patterns,2,2,1
peninsula,2,2,2
performance,2,2,2
performs,2,2,1
periodic,2,1,1
periods,2,2,1
permitting,2,2,2
personnel,2,2,2
pertaining,2,2,2
plain,2,2,2
polygons,2,2,1
pop,2,1,1
portion,2,2,2
pound,2,2,1
practice,2,2,2
pre,2,2,2
pressure,2,1,1
processes,2,2,1
properly,2,2,2
protect,2,2,1
provisions,2,1,1
publications,2,2,1
published,2,2,1
pws,2,2,2
query,2,2,1
rainbow,2,2,1
rapid,2,2,2
rasters,2,1,1
raw,2,2,1
reach,2,2,1
reappointed,2,1,1
rearing,2,2,2
recent,2,2,2
recommendation,2,2,2
recommendations,2,1,1
recreational,2,2,2
reformated,2,2,2
regulate,2,2,1
regulation,2,2,2
relating,2,2,2
relationship,2,2,1
released,2,2,2
releases,2,1,1
remain,2,2,2
removal,2,1,1
rendered,2,2,1
renewed,2,1,1
replacing,2,2,1
representation,2,2,2
representative,2,2,2
represents,2,2,2
reproductive,2,2,1
request,2,1,1
resolutions,2,1,1
respective,2,2,2
restrictions,2,2,1
riper,2,2,2
rock,2,2,2
row,2,1,1
ruggles,2,2,2
rupp,2,2,1
rush,2,1,1
safety,2,1,1
sale,2,2,2
salmonids,2,2,2
sampled,2,2,1
sasap_rivs_connected_large.zip,2,1,1
satellite,2,2,1
save,2,1,1
savereide,2,2,2
schroeder,2,2,2
scott,2,2,1
se,2,2,2
seas,2,1,1
seg,2,2,1
segs,2,2,1
selecting,2,2,2
selling,2,2,2
series,2,2,2
serve,2,2,2
serving,2,2,2
sexual,2,2,1
shellfish,2,2,2
short,2,2,2
shown,2,2,1
simple,2,2,2
sitka,2,1,1
situations,2,2,1
size,2,2,2
slam,2,2,2
social,2,2,2
source.id,2,2,2
sourced,2,2,2
southwest,2,2,1
space,2,2,1
spaced,2,1,1
spanning,2,2,1
spans,2,2,2
spawner,2,2,2
special,2,2,2
specifically,2,2,1
sportfish.csv,2,1,1
sportfishingsurvey,2,1,1
spp,2,2,2
staff,2,2,2
stand,2,1,1
standardized,2,2,2
statute,2,2,1
strictly,2,2,1
subset,2,2,1
subsets,2,2,1
success,2,2,2
sufficient,2,2,1
suitable,2,2,2
summaries,2,2,2
symbol,2,1,1
taking,2,2,2
takurkowski,2,2,1
team,2,2,2
techniques,2,2,2
terrestrial,2,2,2
testimony,2,2,2
text,2,2,2
ticket,2,1,1
tiff,2,2,1
timing,2,2,2
title,2,2,2
tom,2,2,1
tonsina,2,1,1
topologically,2,2,1
trade,2,2,1
traditionally,2,2,1
traditions,2,2,1
transferors,2,1,1
troopers,2,1,1
true,2,2,2
typographical,2,2,2
uaa,2,2,2
understandable,2,2,1
understanding,2,2,2
urls,2,1,1
user,2,1,1
usfws,2,1,1
utilizes,2,2,2
utilizing,2,2,2
v12.0,2,2,2
valid,2,2,1
van,2,2,2
varden,2,2,1
variables,2,2,2
variation,2,2,1
video,2,1,1
visualization,2,2,1
visualizations,2,1,1
visualize,2,2,2
volk,2,1,1
vote,2,2,2
walsh,2,2,1
waterbody,2,1,1
web,2,1,1
webpage,2,2,2
weir,2,1,1
welts,2,1,1
westward,2,2,1
