identifier,author,word1,word2,word3
doi:10.5063/F18W3BKS,NA,stream,characteristics,temperature
doi:10.5063/F19C6VQ2,Marcus Gho,commercial,fishing,featured
doi:10.5063/F19K48HN,Jeanette Clark,escapement,featured,biophysical
doi:10.5063/F19P2ZXK,NA,NA,NA,NA
doi:10.5063/F19W0CRM,NA,stream,characteristics,temperature
doi:10.5063/F1BC3WT0,Taylor Brelsford,NA,NA,NA
doi:10.5063/F1BK19N1,Michael Krauss,places,featured,sociocultural
doi:10.5063/F1BK19N1,Michael Krauss,featured,sociocultural,well
doi:10.5063/F1BK19N1,Michael Krauss,sociocultural,well,being
doi:10.5063/F1BR8QG4,Jeanette Clark,featured,sociocultural,biophysical
doi:10.5063/F1BR8QG4,Jeanette Clark,sociocultural,biophysical,harvest
doi:10.5063/F1BR8QG4,Jeanette Clark,biophysical,harvest,escapement
doi:10.5063/F1BV7DWF,Jeanette Clark,places,featured,sociocultural
doi:10.5063/F1BV7DWF,Jeanette Clark,featured,sociocultural,well
doi:10.5063/F1BV7DWF,Jeanette Clark,sociocultural,well,being
doi:10.5063/F1CJ8BRD,NA,harvest,subsistence,and
doi:10.5063/F1CJ8BRD,NA,subsistence,and,personal
doi:10.5063/F1CJ8BRD,NA,and,personal,use
doi:10.5063/F1CJ8BRD,NA,personal,use,fishing
doi:10.5063/F1CJ8BRD,NA,use,fishing,featured
doi:10.5063/F1CJ8BRD,NA,fishing,featured,well
doi:10.5063/F1CJ8BRD,NA,featured,well,being
doi:10.5063/F1CN726K,NA,NA,NA,NA
doi:10.5063/F1CV4G17,Commercial Fisheries Entry Commision CFEC,sociocultural,economic,commercial
doi:10.5063/F1CV4G17,Commercial Fisheries Entry Commision CFEC,economic,commercial,fishing
doi:10.5063/F1CV4G17,Commercial Fisheries Entry Commision CFEC,commercial,fishing,featured
doi:10.5063/F1D21VW7,Stephen Langdon,NA,NA,NA
doi:10.5063/F1D50K8H,NA,economic,commercial,fishing
doi:10.5063/F1D50K8H,NA,commercial,fishing,featured
doi:10.5063/F1D50K8H,NA,fishing,featured,well
doi:10.5063/F1D50K8H,NA,featured,well,being
doi:10.5063/F1D798QQ,Jared Kibele,watershed,characteristics,featured
doi:10.5063/F1D798QQ,Jared Kibele,characteristics,featured,biophysical
doi:10.5063/F1DB8030,NA,age,sex,length
doi:10.5063/F1DF6PHX,Richard Alexander,NA,NA,NA
doi:10.5063/F1DN43BZ,NA,stream,characteristics,temperature
doi:10.5063/F1FB517C,NA,harvest,commercial,fishing
doi:10.5063/F1FB517C,NA,commercial,fishing,featured
doi:10.5063/F1FB517C,NA,fishing,featured,well
doi:10.5063/F1FB517C,NA,featured,well,being
doi:10.5063/F1FF3QMV,Jeanette Clark,age,sex,length
doi:10.5063/F1FN14GB,NA,stream,characteristics,temperature
doi:10.5063/F1G15Z4D,James Savereide,NA,NA,NA
doi:10.5063/F1GB22B9,NA,NA,NA,NA
doi:10.5063/F1GH9G79,Jeanette Clark,NA,NA,NA
doi:10.5063/F1GX48V4,Andrew Munro,NA,NA,NA
doi:10.5063/F1HM56Q3,Jeanette Clark,harvest,featured,well
doi:10.5063/F1HM56Q3,Jeanette Clark,featured,well,being
doi:10.5063/F1HT2MMN,Taylor Brelsford,NA,NA,NA
doi:10.5063/F1HX19Z2,NA,commercial,fishing,economic
doi:10.5063/F1HX19Z2,NA,fishing,economic,featured
doi:10.5063/F1HX19Z2,NA,economic,featured,sociocultural
doi:10.5063/F1J38QTX,NA,NA,NA,NA
doi:10.5063/F1J67F66,Sue Grant,NA,NA,NA
doi:10.5063/F1JD4V29,NA,stream,characteristics,temperature
doi:10.5063/F1K35RXV,NA,NA,NA,NA
doi:10.5063/F1K64GBK,NA,age,sex,length
doi:10.5063/F1KD1W57,Jared Kibele,precipitation,featured,biophysical
doi:10.5063/F1KP80FG,Steve Langdon,NA,NA,NA
doi:10.5063/F1KW5DB1,NA,economic,commercial,fishing
doi:10.5063/F1KW5DB1,NA,commercial,fishing,featured
doi:10.5063/F1KW5DB1,NA,fishing,featured,well
doi:10.5063/F1KW5DB1,NA,featured,well,being
doi:10.5063/F1M043PR,NA,NA,NA,NA
doi:10.5063/F1MK6B60,Jared Kibele,temperature,featured,biophysical
doi:10.5063/F1MW2FFZ,NA,census,and,demographic
doi:10.5063/F1MW2FFZ,NA,and,demographic,featured
doi:10.5063/F1MW2FFZ,NA,demographic,featured,economic
doi:10.5063/F1MW2FFZ,NA,featured,economic,well
doi:10.5063/F1MW2FFZ,NA,economic,well,being
doi:10.5063/F1N58JPP,Jeanette Clark,census,and,demographic
doi:10.5063/F1N58JPP,Jeanette Clark,and,demographic,featured
doi:10.5063/F1N58JPP,Jeanette Clark,demographic,featured,well
doi:10.5063/F1N58JPP,Jeanette Clark,featured,well,being
doi:10.5063/F1NC5ZGW,Tobias Schwoerer,NA,NA,NA
doi:10.5063/F1NK3C9X,Emily O'Dean,land,use,governance
doi:10.5063/F1NV9GHW,NA,age,sex,length
doi:10.5063/F1NZ85X6,NA,NA,NA,NA
doi:10.5063/F1P55KR5,NA,stream,characteristics,temperature
doi:10.5063/F1PN93XZ,NA,economic,featured,well
doi:10.5063/F1PN93XZ,NA,featured,well,being
doi:10.5063/F1PR7T8D,Rich Brenner,age,sex,length
doi:10.5063/F1PZ573F,Jared Kibele,watershed,characteristics,biophysical
doi:10.5063/F1QF8R4C,NA,sport,fishing,featured
doi:10.5063/F1QF8R4C,NA,fishing,featured,economic
doi:10.5063/F1QF8R4C,NA,featured,economic,well
doi:10.5063/F1QF8R4C,NA,economic,well,being
doi:10.5063/F1QN652R,Meagan Krupa,NA,NA,NA
doi:10.5063/F1QR4VCB,NA,NA,NA,NA
doi:10.5063/F1R20ZMM,NA,stream,characteristics,temperature
doi:10.5063/F1R20ZN2,Rachel Donkersloot,well,being,featured
doi:10.5063/F1RF5S96,NA,economic,commercial,fishing
doi:10.5063/F1RF5S96,NA,commercial,fishing,featured
doi:10.5063/F1RF5S96,NA,fishing,featured,well
doi:10.5063/F1RF5S96,NA,featured,well,being
doi:10.5063/F1RN3647,NA,economic,featured,well
doi:10.5063/F1RN3647,NA,featured,well,being
doi:10.5063/F1RR1WHQ,NA,harvest,sport,fishing
doi:10.5063/F1RR1WHQ,NA,sport,fishing,featured
doi:10.5063/F1RR1WHQ,NA,fishing,featured,well
doi:10.5063/F1RR1WHQ,NA,featured,well,being
doi:10.5063/F1S75DNC,NA,harvest,subsistence,and
doi:10.5063/F1S75DNC,NA,subsistence,and,personal
doi:10.5063/F1S75DNC,NA,and,personal,use
doi:10.5063/F1S75DNC,NA,personal,use,fishing
doi:10.5063/F1S75DNC,NA,use,fishing,featured
doi:10.5063/F1S75DNC,NA,fishing,featured,well
doi:10.5063/F1S75DNC,NA,featured,well,being
doi:10.5063/F1SF2TG1,Stephanie Freund,brood,table,featured
doi:10.5063/F1SF2TG1,Stephanie Freund,table,featured,biophysical
doi:10.5063/F1SJ1HWB,NA,age,sex,length
doi:10.5063/F1ST7N45,Christopher Arp,stream,characteristics,temperature
doi:10.5063/F1T151XN,NA,harvest,commercial,fishing
doi:10.5063/F1T151XN,NA,commercial,fishing,economic
doi:10.5063/F1T151XN,NA,fishing,economic,featured
doi:10.5063/F1T151XN,NA,economic,featured,sociocultural
doi:10.5063/F1T151XN,NA,featured,sociocultural,economic
doi:10.5063/F1T151XN,NA,sociocultural,economic,well
doi:10.5063/F1T151XN,NA,economic,well,being
doi:10.5063/F1TD9VN9,NA,commercial,fishing,featured
doi:10.5063/F1TH8JZ8,Rich Brenner,NA,NA,NA
doi:10.5063/F1V69GVP,NA,commercial,fishing,featured
doi:10.5063/F1V69GVP,NA,fishing,featured,sociocultural
doi:10.5063/F1V69GVP,NA,featured,sociocultural,well
doi:10.5063/F1V69GVP,NA,sociocultural,well,being
doi:10.5063/F1VH5M32,NA,governance,featured,well
doi:10.5063/F1VH5M32,NA,featured,well,being
doi:10.5063/F1VT1QB1,NA,NA,NA,NA
doi:10.5063/F1W957GP,NA,age,sex,length
doi:10.5063/F1W957H4,Jared Kibele,watershed,characteristics,featured
doi:10.5063/F1W957H4,Jared Kibele,characteristics,featured,biophysical
doi:10.5063/F1WH2N8W,Jared Kibele,NA,NA,NA
doi:10.5063/F1WW7FZ2,Tobias Schwoerer,NA,NA,NA
doi:10.5063/F1X63K76,Kevin Schaberg,NA,NA,NA
doi:10.5063/F1X928KM,Leslie Jones,NA,NA,NA
doi:10.5063/F1XK8CT1,NA,stream,characteristics,temperature
doi:10.5063/F1XK8CVG,Jeanette Clark,well,being,featured
doi:10.5063/F1XS5SP4,NA,economic,featured,well
doi:10.5063/F1XS5SP4,NA,featured,well,being
doi:10.5063/F1XW4H3V,Juliet Bachtel,census,and,demographic
doi:10.5063/F1XW4H3V,Juliet Bachtel,and,demographic,featured
doi:10.5063/F1XW4H3V,Juliet Bachtel,demographic,featured,sociocultural
doi:10.5063/F1XW4H3V,Juliet Bachtel,featured,sociocultural,well
doi:10.5063/F1XW4H3V,Juliet Bachtel,sociocultural,well,being
doi:10.5063/F1Z899P0,Greg Ruggerone,ocean,distribution,featured
doi:10.5063/F1Z899P0,Greg Ruggerone,distribution,featured,ocean
doi:10.5063/F1Z899P0,Greg Ruggerone,featured,ocean,climate
doi:10.5063/F1ZK5DXZ,Jared Kibele,land,use,featured
doi:10.5063/F1ZK5DXZ,Jared Kibele,use,featured,biophysical
doi:10.5063/F1ZW1J77,NA,ocean,climate,age
doi:10.5063/F1ZW1J77,NA,climate,age,sex
doi:10.5063/F1ZW1J77,NA,age,sex,length
