identifier,author,word1,word2,word3
doi:10.5063/F19W0CRM,NA,characteristics,temperature,NA
doi:10.5063/F1BC3WT0,Taylor Brelsford,governance,featured,NA
doi:10.5063/F1BK19N1,Michael Krauss,places,featured,NA
doi:10.5063/F1BK19N1,Michael Krauss,featured,sociocultural,NA
doi:10.5063/F1BK19N1,Michael Krauss,sociocultural,well,NA
doi:10.5063/F1BK19N1,Michael Krauss,well,being,NA
doi:10.5063/F1BR8QG4,Jeanette Clark,featured,sociocultural,NA
doi:10.5063/F1BR8QG4,Jeanette Clark,sociocultural,biophysical,NA
doi:10.5063/F1BR8QG4,Jeanette Clark,biophysical,harvest,NA
doi:10.5063/F1BR8QG4,Jeanette Clark,harvest,escapement,NA
doi:10.5063/F1BV7DWF,Jeanette Clark,places,featured,NA
doi:10.5063/F1BV7DWF,Jeanette Clark,featured,sociocultural,NA
doi:10.5063/F1BV7DWF,Jeanette Clark,sociocultural,well,NA
doi:10.5063/F1BV7DWF,Jeanette Clark,well,being,NA
doi:10.5063/F1CJ8BRD,NA,harvest,subsistence,NA
doi:10.5063/F1CJ8BRD,NA,subsistence,and,NA
doi:10.5063/F1CJ8BRD,NA,and,personal,NA
doi:10.5063/F1CJ8BRD,NA,personal,use,NA
doi:10.5063/F1CJ8BRD,NA,use,fishing,NA
doi:10.5063/F1CJ8BRD,NA,fishing,featured,NA
doi:10.5063/F1CJ8BRD,NA,featured,well,NA
doi:10.5063/F1CJ8BRD,NA,well,being,NA
doi:10.5063/F1CN726K,NA,stream,characteristics,NA
doi:10.5063/F1CV4G17,Commercial Fisheries Entry Commision CFEC,sociocultural,economic,NA
doi:10.5063/F1CV4G17,Commercial Fisheries Entry Commision CFEC,economic,commercial,NA
doi:10.5063/F1CV4G17,Commercial Fisheries Entry Commision CFEC,commercial,fishing,NA
doi:10.5063/F1CV4G17,Commercial Fisheries Entry Commision CFEC,fishing,featured,NA
doi:10.5063/F1D21VW7,Stephen Langdon,governance,featured,NA
doi:10.5063/F1D50K8H,NA,economic,commercial,NA
doi:10.5063/F1D50K8H,NA,commercial,fishing,NA
doi:10.5063/F1D50K8H,NA,fishing,featured,NA
doi:10.5063/F1D50K8H,NA,featured,well,NA
doi:10.5063/F1D50K8H,NA,well,being,NA
doi:10.5063/F1D798QQ,Jared Kibele,watershed,characteristics,NA
doi:10.5063/F1D798QQ,Jared Kibele,characteristics,featured,NA
doi:10.5063/F1D798QQ,Jared Kibele,featured,biophysical,NA
doi:10.5063/F1DB8030,NA,age,sex,NA
doi:10.5063/F1DB8030,NA,sex,length,NA
doi:10.5063/F1DF6PHX,Richard Alexander,brood,table,NA
doi:10.5063/F1DN43BZ,NA,stream,characteristics,NA
doi:10.5063/F1DN43BZ,NA,characteristics,temperature,NA
doi:10.5063/F1FB517C,NA,harvest,commercial,NA
doi:10.5063/F1FB517C,NA,commercial,fishing,NA
doi:10.5063/F1FB517C,NA,fishing,featured,NA
doi:10.5063/F1FB517C,NA,featured,well,NA
doi:10.5063/F1FB517C,NA,well,being,NA
doi:10.5063/F1FF3QMV,Jeanette Clark,age,sex,NA
doi:10.5063/F1FF3QMV,Jeanette Clark,sex,length,NA
doi:10.5063/F1FN14GB,NA,stream,characteristics,NA
doi:10.5063/F1FN14GB,NA,characteristics,temperature,NA
doi:10.5063/F1G15Z4D,James Savereide,NA,NA,NA
doi:10.5063/F1GB22B9,NA,NA,NA,NA
doi:10.5063/F1GH9G79,Jeanette Clark,NA,NA,NA
doi:10.5063/F1GX48V4,Andrew Munro,NA,NA,NA
doi:10.5063/F1HM56Q3,Jeanette Clark,harvest,featured,NA
doi:10.5063/F1HM56Q3,Jeanette Clark,featured,well,NA
doi:10.5063/F1HM56Q3,Jeanette Clark,well,being,NA
doi:10.5063/F1HT2MMN,Taylor Brelsford,governance,featured,NA
doi:10.5063/F1HX19Z2,NA,commercial,fishing,NA
doi:10.5063/F1HX19Z2,NA,fishing,economic,NA
doi:10.5063/F1HX19Z2,NA,economic,featured,NA
doi:10.5063/F1HX19Z2,NA,featured,sociocultural,NA
doi:10.5063/F1J38QTX,NA,brood,table,NA
doi:10.5063/F1J67F66,Sue Grant,brood,table,NA
doi:10.5063/F1JD4V29,NA,stream,characteristics,NA
doi:10.5063/F1JD4V29,NA,characteristics,temperature,NA
doi:10.5063/F1K35RXV,NA,brood,table,NA
doi:10.5063/F1K64GBK,NA,age,sex,NA
doi:10.5063/F1K64GBK,NA,sex,length,NA
doi:10.5063/F1KD1W57,Jared Kibele,precipitation,featured,NA
doi:10.5063/F1KD1W57,Jared Kibele,featured,biophysical,NA
doi:10.5063/F1KP80FG,Steve Langdon,governance,featured,NA
doi:10.5063/F1KW5DB1,NA,economic,commercial,NA
doi:10.5063/F1KW5DB1,NA,commercial,fishing,NA
doi:10.5063/F1KW5DB1,NA,fishing,featured,NA
doi:10.5063/F1KW5DB1,NA,featured,well,NA
doi:10.5063/F1KW5DB1,NA,well,being,NA
doi:10.5063/F1M043PR,NA,NA,NA,NA
doi:10.5063/F1MK6B60,Jared Kibele,temperature,featured,NA
doi:10.5063/F1MK6B60,Jared Kibele,featured,biophysical,NA
doi:10.5063/F1MW2FFZ,NA,census,and,NA
doi:10.5063/F1MW2FFZ,NA,and,demographic,NA
doi:10.5063/F1MW2FFZ,NA,demographic,featured,NA
doi:10.5063/F1MW2FFZ,NA,featured,economic,NA
doi:10.5063/F1MW2FFZ,NA,economic,well,NA
doi:10.5063/F1MW2FFZ,NA,well,being,NA
doi:10.5063/F1N58JPP,Jeanette Clark,census,and,NA
doi:10.5063/F1N58JPP,Jeanette Clark,and,demographic,NA
doi:10.5063/F1N58JPP,Jeanette Clark,demographic,featured,NA
doi:10.5063/F1N58JPP,Jeanette Clark,featured,well,NA
doi:10.5063/F1N58JPP,Jeanette Clark,well,being,NA
doi:10.5063/F1NC5ZGW,Tobias Schwoerer,NA,NA,NA
doi:10.5063/F1NK3C9X,Emily O'Dean,land,use,NA
doi:10.5063/F1NK3C9X,Emily O'Dean,use,governance,NA
doi:10.5063/F1NV9GHW,NA,age,sex,NA
doi:10.5063/F1NV9GHW,NA,sex,length,NA
doi:10.5063/F1NZ85X6,NA,brood,table,NA
doi:10.5063/F1P55KR5,NA,stream,characteristics,NA
doi:10.5063/F1P55KR5,NA,characteristics,temperature,NA
doi:10.5063/F1PN93XZ,NA,economic,featured,NA
doi:10.5063/F1PN93XZ,NA,featured,well,NA
doi:10.5063/F1PN93XZ,NA,well,being,NA
doi:10.5063/F1PR7T8D,Rich Brenner,age,sex,NA
doi:10.5063/F1PR7T8D,Rich Brenner,sex,length,NA
doi:10.5063/F1PZ573F,Jared Kibele,watershed,characteristics,NA
doi:10.5063/F1PZ573F,Jared Kibele,characteristics,biophysical,NA
doi:10.5063/F1QF8R4C,NA,sport,fishing,NA
doi:10.5063/F1QF8R4C,NA,fishing,featured,NA
doi:10.5063/F1QF8R4C,NA,featured,economic,NA
doi:10.5063/F1QF8R4C,NA,economic,well,NA
doi:10.5063/F1QF8R4C,NA,well,being,NA
doi:10.5063/F1QN652R,Meagan Krupa,governance,featured,NA
doi:10.5063/F1QR4VCB,NA,land,use,NA
doi:10.5063/F1R20ZMM,NA,stream,characteristics,NA
doi:10.5063/F1R20ZMM,NA,characteristics,temperature,NA
doi:10.5063/F1R20ZN2,Rachel Donkersloot,well,being,NA
doi:10.5063/F1R20ZN2,Rachel Donkersloot,being,featured,NA
doi:10.5063/F1RF5S96,NA,economic,commercial,NA
doi:10.5063/F1RF5S96,NA,commercial,fishing,NA
doi:10.5063/F1RF5S96,NA,fishing,featured,NA
doi:10.5063/F1RF5S96,NA,featured,well,NA
doi:10.5063/F1RF5S96,NA,well,being,NA
doi:10.5063/F1RN3647,NA,economic,featured,NA
doi:10.5063/F1RN3647,NA,featured,well,NA
doi:10.5063/F1RN3647,NA,well,being,NA
doi:10.5063/F1RR1WHQ,NA,harvest,sport,NA
doi:10.5063/F1RR1WHQ,NA,sport,fishing,NA
doi:10.5063/F1RR1WHQ,NA,fishing,featured,NA
doi:10.5063/F1RR1WHQ,NA,featured,well,NA
doi:10.5063/F1RR1WHQ,NA,well,being,NA
doi:10.5063/F1S75DNC,NA,harvest,subsistence,NA
doi:10.5063/F1S75DNC,NA,subsistence,and,NA
doi:10.5063/F1S75DNC,NA,and,personal,NA
doi:10.5063/F1S75DNC,NA,personal,use,NA
doi:10.5063/F1S75DNC,NA,use,fishing,NA
doi:10.5063/F1S75DNC,NA,fishing,featured,NA
doi:10.5063/F1S75DNC,NA,featured,well,NA
doi:10.5063/F1S75DNC,NA,well,being,NA
doi:10.5063/F1SF2TG1,Stephanie Freund,brood,table,NA
doi:10.5063/F1SF2TG1,Stephanie Freund,table,featured,NA
doi:10.5063/F1SF2TG1,Stephanie Freund,featured,biophysical,NA
doi:10.5063/F1SJ1HWB,NA,age,sex,NA
doi:10.5063/F1SJ1HWB,NA,sex,length,NA
doi:10.5063/F1ST7N45,Christopher Arp,stream,characteristics,NA
doi:10.5063/F1ST7N45,Christopher Arp,characteristics,temperature,NA
doi:10.5063/F1T151XN,NA,harvest,commercial,NA
doi:10.5063/F1T151XN,NA,commercial,fishing,NA
doi:10.5063/F1T151XN,NA,fishing,economic,NA
doi:10.5063/F1T151XN,NA,economic,featured,NA
doi:10.5063/F1T151XN,NA,featured,sociocultural,NA
doi:10.5063/F1T151XN,NA,sociocultural,economic,NA
doi:10.5063/F1T151XN,NA,economic,well,NA
doi:10.5063/F1T151XN,NA,well,being,NA
doi:10.5063/F1TD9VN9,NA,commercial,fishing,NA
doi:10.5063/F1TD9VN9,NA,fishing,featured,NA
doi:10.5063/F1TH8JZ8,Rich Brenner,NA,NA,NA
doi:10.5063/F1V69GVP,NA,commercial,fishing,NA
doi:10.5063/F1V69GVP,NA,fishing,featured,NA
doi:10.5063/F1V69GVP,NA,featured,sociocultural,NA
doi:10.5063/F1V69GVP,NA,sociocultural,well,NA
doi:10.5063/F1V69GVP,NA,well,being,NA
doi:10.5063/F1VH5M32,NA,governance,featured,NA
doi:10.5063/F1VH5M32,NA,featured,well,NA
doi:10.5063/F1VH5M32,NA,well,being,NA
doi:10.5063/F1VT1QB1,NA,NA,NA,NA
doi:10.5063/F1W957GP,NA,age,sex,NA
doi:10.5063/F1W957GP,NA,sex,length,NA
doi:10.5063/F1W957H4,Jared Kibele,watershed,characteristics,NA
doi:10.5063/F1W957H4,Jared Kibele,characteristics,featured,NA
doi:10.5063/F1W957H4,Jared Kibele,featured,biophysical,NA
doi:10.5063/F1WH2N8W,Jared Kibele,places,featured,NA
doi:10.5063/F1WW7FZ2,Tobias Schwoerer,featured,economic,NA
doi:10.5063/F1X63K76,Kevin Schaberg,brood,table,NA
doi:10.5063/F1X928KM,Leslie Jones,governance,featured,NA
doi:10.5063/F1XK8CT1,NA,stream,characteristics,NA
doi:10.5063/F1XK8CT1,NA,characteristics,temperature,NA
doi:10.5063/F1XK8CVG,Jeanette Clark,well,being,NA
doi:10.5063/F1XK8CVG,Jeanette Clark,being,featured,NA
doi:10.5063/F1XS5SP4,NA,economic,featured,NA
doi:10.5063/F1XS5SP4,NA,featured,well,NA
doi:10.5063/F1XS5SP4,NA,well,being,NA
doi:10.5063/F1XW4H3V,Juliet Bachtel,census,and,NA
doi:10.5063/F1XW4H3V,Juliet Bachtel,and,demographic,NA
doi:10.5063/F1XW4H3V,Juliet Bachtel,demographic,featured,NA
doi:10.5063/F1XW4H3V,Juliet Bachtel,featured,sociocultural,NA
doi:10.5063/F1XW4H3V,Juliet Bachtel,sociocultural,well,NA
doi:10.5063/F1XW4H3V,Juliet Bachtel,well,being,NA
doi:10.5063/F1Z899P0,Greg Ruggerone,ocean,distribution,NA
doi:10.5063/F1Z899P0,Greg Ruggerone,distribution,featured,NA
doi:10.5063/F1Z899P0,Greg Ruggerone,featured,ocean,NA
doi:10.5063/F1Z899P0,Greg Ruggerone,ocean,climate,NA
doi:10.5063/F1ZK5DXZ,Jared Kibele,land,use,NA
doi:10.5063/F1ZK5DXZ,Jared Kibele,use,featured,NA
doi:10.5063/F1ZK5DXZ,Jared Kibele,featured,biophysical,NA
doi:10.5063/F1ZW1J77,NA,ocean,climate,NA
doi:10.5063/F1ZW1J77,NA,climate,age,NA
doi:10.5063/F1ZW1J77,NA,age,sex,NA
doi:10.5063/F1ZW1J77,NA,sex,length,NA
