identifier,author,word1,word2,word3
doi:10.5063/F13T9FH5,NA,demographic,NA,NA
doi:10.5063/F13T9FH5,NA,featured,NA,NA
doi:10.5063/F13T9FH5,NA,sociocultural,NA,NA
doi:10.5063/F13T9FH5,NA,well,NA,NA
doi:10.5063/F13T9FH5,NA,being,NA,NA
doi:10.5063/F1416VB4,Andrew Munro,escapement,NA,NA
doi:10.5063/F1416VB4,Andrew Munro,biophysical,NA,NA
doi:10.5063/F1445JSW,Jared Kibele,watershed,NA,NA
doi:10.5063/F1445JSW,Jared Kibele,characteristics,NA,NA
doi:10.5063/F1445JSW,Jared Kibele,featured,NA,NA
doi:10.5063/F1445JSW,Jared Kibele,biophysical,NA,NA
doi:10.5063/F14B2ZMJ,Edward Otis,na,NA,NA
doi:10.5063/F14F1P2Q,Tobias Schwoerer,commercial,NA,NA
doi:10.5063/F14F1P2Q,Tobias Schwoerer,fishing,NA,NA
doi:10.5063/F14F1P2Q,Tobias Schwoerer,featured,NA,NA
doi:10.5063/F14F1P2Q,Tobias Schwoerer,economic,NA,NA
doi:10.5063/F14F1P2Q,Tobias Schwoerer,well,NA,NA
doi:10.5063/F14F1P2Q,Tobias Schwoerer,being,NA,NA
doi:10.5063/F14Q7S94,NA,escapement,NA,NA
doi:10.5063/F14T6GM3,Jared Kibele,watershed,NA,NA
doi:10.5063/F14T6GM3,Jared Kibele,characteristics,NA,NA
doi:10.5063/F14T6GM3,Jared Kibele,places,NA,NA
doi:10.5063/F14T6GNJ,Jared Kibele,watershed,NA,NA
doi:10.5063/F14T6GNJ,Jared Kibele,characteristics,NA,NA
doi:10.5063/F14T6GNJ,Jared Kibele,featured,NA,NA
doi:10.5063/F14T6GNJ,Jared Kibele,biophysical,NA,NA
doi:10.5063/F1513WHZ,NA,brood,NA,NA
doi:10.5063/F1513WHZ,NA,table,NA,NA
doi:10.5063/F1542KVC,NA,ocean,NA,NA
doi:10.5063/F1542KVC,NA,distribution,NA,NA
doi:10.5063/F1542KVC,NA,featured,NA,NA
doi:10.5063/F1542KVC,NA,biophysical,NA,NA
doi:10.5063/F15T3HRG,Neala Kendall,age,NA,NA
doi:10.5063/F15T3HRG,Neala Kendall,sex,NA,NA
doi:10.5063/F15T3HRG,Neala Kendall,length,NA,NA
doi:10.5063/F1610XMW,NA,escapement,NA,NA
doi:10.5063/F1639N0M,NA,stream,NA,NA
doi:10.5063/F1639N0M,NA,characteristics,NA,NA
doi:10.5063/F1639N0M,NA,temperature,NA,NA
doi:10.5063/F16971VP,NA,economic,NA,NA
doi:10.5063/F16971VP,NA,commercial,NA,NA
doi:10.5063/F16971VP,NA,fishing,NA,NA
doi:10.5063/F16971VP,NA,featured,NA,NA
doi:10.5063/F16H4FQS,NA,places,NA,NA
doi:10.5063/F16H4FQS,NA,featured,NA,NA
doi:10.5063/F16H4FQS,NA,well,NA,NA
doi:10.5063/F16H4FQS,NA,being,NA,NA
doi:10.5063/F16M354H,NA,economic,NA,NA
doi:10.5063/F16M354H,NA,featured,NA,NA
doi:10.5063/F16M354H,NA,well,NA,NA
doi:10.5063/F16M354H,NA,being,NA,NA
doi:10.5063/F1736P5F,Megan Marie,governance,NA,NA
doi:10.5063/F1736P5F,Megan Marie,featured,NA,NA
doi:10.5063/F17M0660,Ben Staton,harvest,NA,NA
doi:10.5063/F17M0660,Ben Staton,governance,NA,NA
doi:10.5063/F17M0660,Ben Staton,featured,NA,NA
doi:10.5063/F17M0660,Ben Staton,community,NA,NA
doi:10.5063/F17M0660,Ben Staton,monitoring,NA,NA
doi:10.5063/F17S7M2J,NA,harvest,NA,NA
doi:10.5063/F17S7M2J,NA,subsistence,NA,NA
doi:10.5063/F17S7M2J,NA,and,NA,NA
doi:10.5063/F17S7M2J,NA,personal,NA,NA
doi:10.5063/F17S7M2J,NA,use,NA,NA
doi:10.5063/F17S7M2J,NA,fishing,NA,NA
doi:10.5063/F17S7M2J,NA,survey,NA,NA
doi:10.5063/F17S7M2J,NA,featured,NA,NA
doi:10.5063/F17S7M2J,NA,sociocultural,NA,NA
doi:10.5063/F17S7M2J,NA,well,NA,NA
doi:10.5063/F17S7M2J,NA,being,NA,NA
doi:10.5063/F17W69GV,Erika Gavenus,census,NA,NA
doi:10.5063/F17W69GV,Erika Gavenus,and,NA,NA
doi:10.5063/F17W69GV,Erika Gavenus,demographic,NA,NA
doi:10.5063/F17W69GV,Erika Gavenus,sociocultural,NA,NA
doi:10.5063/F17W69GV,Erika Gavenus,featured,NA,NA
doi:10.5063/F189144V,NA,commercial,NA,NA
doi:10.5063/F189144V,NA,fishing,NA,NA
doi:10.5063/F189144V,NA,featured,NA,NA
doi:10.5063/F189144V,NA,sociocultural,NA,NA
doi:10.5063/F189144V,NA,well,NA,NA
doi:10.5063/F189144V,NA,being,NA,NA
doi:10.5063/F1891459,Rich Brenner,brood,NA,NA
doi:10.5063/F1891459,Rich Brenner,table,NA,NA
doi:10.5063/F1891459,Rich Brenner,featured,NA,NA
doi:10.5063/F1891459,Rich Brenner,ocean,NA,NA
doi:10.5063/F1891459,Rich Brenner,climate,NA,NA
doi:10.5063/F18G8J0D,Jeanette Clark,escapement,NA,NA
doi:10.5063/F18G8J0D,Jeanette Clark,featured,NA,NA
doi:10.5063/F18G8J0D,Jeanette Clark,biophysical,NA,NA
doi:10.5063/F18G8J1V,Jared Kibele,watershed,NA,NA
doi:10.5063/F18G8J1V,Jared Kibele,characteristics,NA,NA
doi:10.5063/F18G8J1V,Jared Kibele,land,NA,NA
doi:10.5063/F18G8J1V,Jared Kibele,use,NA,NA
doi:10.5063/F18G8J1V,Jared Kibele,featured,NA,NA
doi:10.5063/F18G8J1V,Jared Kibele,biophysical,NA,NA
doi:10.5063/F18K77BT,NA,age,NA,NA
doi:10.5063/F18K77BT,NA,sex,NA,NA
doi:10.5063/F18K77BT,NA,length,NA,NA
doi:10.5063/F18P5XTN,NA,harvest,NA,NA
doi:10.5063/F18P5XTN,NA,subsistence,NA,NA
doi:10.5063/F18P5XTN,NA,and,NA,NA
doi:10.5063/F18P5XTN,NA,personal,NA,NA
doi:10.5063/F18P5XTN,NA,use,NA,NA
doi:10.5063/F18P5XTN,NA,fishing,NA,NA
doi:10.5063/F18P5XTN,NA,featured,NA,NA
doi:10.5063/F18P5XTN,NA,sociocultural,NA,NA
doi:10.5063/F18P5XTN,NA,economic,NA,NA
doi:10.5063/F18P5XTN,NA,well,NA,NA
doi:10.5063/F18P5XTN,NA,being,NA,NA
doi:10.5063/F18W3BKS,NA,stream,NA,NA
doi:10.5063/F18W3BKS,NA,characteristics,NA,NA
doi:10.5063/F18W3BKS,NA,temperature,NA,NA
doi:10.5063/F19C6VQ2,Marcus Gho,commercial,NA,NA
doi:10.5063/F19C6VQ2,Marcus Gho,fishing,NA,NA
doi:10.5063/F19C6VQ2,Marcus Gho,featured,NA,NA
doi:10.5063/F19K48HN,Jeanette Clark,escapement,NA,NA
doi:10.5063/F19K48HN,Jeanette Clark,featured,NA,NA
doi:10.5063/F19K48HN,Jeanette Clark,biophysical,NA,NA
doi:10.5063/F19P2ZXK,NA,brood,NA,NA
doi:10.5063/F19P2ZXK,NA,table,NA,NA
doi:10.5063/F19W0CRM,NA,stream,NA,NA
doi:10.5063/F19W0CRM,NA,characteristics,NA,NA
doi:10.5063/F19W0CRM,NA,temperature,NA,NA
doi:10.5063/F1BC3WT0,Taylor Brelsford,governance,NA,NA
doi:10.5063/F1BC3WT0,Taylor Brelsford,featured,NA,NA
doi:10.5063/F1BK19N1,Michael Krauss,places,NA,NA
doi:10.5063/F1BK19N1,Michael Krauss,featured,NA,NA
doi:10.5063/F1BK19N1,Michael Krauss,sociocultural,NA,NA
doi:10.5063/F1BK19N1,Michael Krauss,well,NA,NA
doi:10.5063/F1BK19N1,Michael Krauss,being,NA,NA
doi:10.5063/F1BR8QG4,Jeanette Clark,featured,NA,NA
doi:10.5063/F1BR8QG4,Jeanette Clark,sociocultural,NA,NA
doi:10.5063/F1BR8QG4,Jeanette Clark,biophysical,NA,NA
doi:10.5063/F1BR8QG4,Jeanette Clark,harvest,NA,NA
doi:10.5063/F1BR8QG4,Jeanette Clark,escapement,NA,NA
doi:10.5063/F1BV7DWF,Jeanette Clark,places,NA,NA
doi:10.5063/F1BV7DWF,Jeanette Clark,featured,NA,NA
doi:10.5063/F1BV7DWF,Jeanette Clark,sociocultural,NA,NA
doi:10.5063/F1BV7DWF,Jeanette Clark,well,NA,NA
doi:10.5063/F1BV7DWF,Jeanette Clark,being,NA,NA
doi:10.5063/F1CJ8BRD,NA,harvest,NA,NA
doi:10.5063/F1CJ8BRD,NA,subsistence,NA,NA
doi:10.5063/F1CJ8BRD,NA,and,NA,NA
doi:10.5063/F1CJ8BRD,NA,personal,NA,NA
doi:10.5063/F1CJ8BRD,NA,use,NA,NA
doi:10.5063/F1CJ8BRD,NA,fishing,NA,NA
doi:10.5063/F1CJ8BRD,NA,featured,NA,NA
doi:10.5063/F1CJ8BRD,NA,well,NA,NA
doi:10.5063/F1CJ8BRD,NA,being,NA,NA
doi:10.5063/F1CN726K,NA,stream,NA,NA
doi:10.5063/F1CN726K,NA,characteristics,NA,NA
doi:10.5063/F1CV4G17,Commercial Fisheries Entry Commision CFEC,sociocultural,NA,NA
doi:10.5063/F1CV4G17,Commercial Fisheries Entry Commision CFEC,economic,NA,NA
doi:10.5063/F1CV4G17,Commercial Fisheries Entry Commision CFEC,commercial,NA,NA
doi:10.5063/F1CV4G17,Commercial Fisheries Entry Commision CFEC,fishing,NA,NA
doi:10.5063/F1CV4G17,Commercial Fisheries Entry Commision CFEC,featured,NA,NA
doi:10.5063/F1D21VW7,Stephen Langdon,governance,NA,NA
doi:10.5063/F1D21VW7,Stephen Langdon,featured,NA,NA
doi:10.5063/F1D50K8H,NA,economic,NA,NA
doi:10.5063/F1D50K8H,NA,commercial,NA,NA
doi:10.5063/F1D50K8H,NA,fishing,NA,NA
doi:10.5063/F1D50K8H,NA,featured,NA,NA
doi:10.5063/F1D50K8H,NA,well,NA,NA
doi:10.5063/F1D50K8H,NA,being,NA,NA
doi:10.5063/F1D798QQ,Jared Kibele,watershed,NA,NA
doi:10.5063/F1D798QQ,Jared Kibele,characteristics,NA,NA
doi:10.5063/F1D798QQ,Jared Kibele,featured,NA,NA
doi:10.5063/F1D798QQ,Jared Kibele,biophysical,NA,NA
doi:10.5063/F1DB8030,NA,age,NA,NA
doi:10.5063/F1DB8030,NA,sex,NA,NA
doi:10.5063/F1DB8030,NA,length,NA,NA
doi:10.5063/F1DF6PHX,Richard Alexander,brood,NA,NA
doi:10.5063/F1DF6PHX,Richard Alexander,table,NA,NA
doi:10.5063/F1DN43BZ,NA,stream,NA,NA
doi:10.5063/F1DN43BZ,NA,characteristics,NA,NA
doi:10.5063/F1DN43BZ,NA,temperature,NA,NA
doi:10.5063/F1FB517C,NA,harvest,NA,NA
doi:10.5063/F1FB517C,NA,commercial,NA,NA
doi:10.5063/F1FB517C,NA,fishing,NA,NA
doi:10.5063/F1FB517C,NA,featured,NA,NA
doi:10.5063/F1FB517C,NA,well,NA,NA
doi:10.5063/F1FB517C,NA,being,NA,NA
doi:10.5063/F1FF3QMV,Jeanette Clark,age,NA,NA
doi:10.5063/F1FF3QMV,Jeanette Clark,sex,NA,NA
doi:10.5063/F1FF3QMV,Jeanette Clark,length,NA,NA
doi:10.5063/F1FN14GB,NA,stream,NA,NA
doi:10.5063/F1FN14GB,NA,characteristics,NA,NA
doi:10.5063/F1FN14GB,NA,temperature,NA,NA
doi:10.5063/F1G15Z4D,James Savereide,escapement,NA,NA
doi:10.5063/F1GB22B9,NA,escapement,NA,NA
doi:10.5063/F1GH9G79,Jeanette Clark,na,NA,NA
doi:10.5063/F1GX48V4,Andrew Munro,escapement,NA,NA
doi:10.5063/F1HM56Q3,Jeanette Clark,harvest,NA,NA
doi:10.5063/F1HM56Q3,Jeanette Clark,featured,NA,NA
doi:10.5063/F1HM56Q3,Jeanette Clark,well,NA,NA
doi:10.5063/F1HM56Q3,Jeanette Clark,being,NA,NA
doi:10.5063/F1HT2MMN,Taylor Brelsford,governance,NA,NA
doi:10.5063/F1HT2MMN,Taylor Brelsford,featured,NA,NA
doi:10.5063/F1HX19Z2,NA,commercial,NA,NA
doi:10.5063/F1HX19Z2,NA,fishing,NA,NA
doi:10.5063/F1HX19Z2,NA,economic,NA,NA
doi:10.5063/F1HX19Z2,NA,featured,NA,NA
doi:10.5063/F1HX19Z2,NA,sociocultural,NA,NA
doi:10.5063/F1J38QTX,NA,brood,NA,NA
doi:10.5063/F1J38QTX,NA,table,NA,NA
doi:10.5063/F1J67F66,Sue Grant,brood,NA,NA
doi:10.5063/F1J67F66,Sue Grant,table,NA,NA
doi:10.5063/F1JD4V29,NA,stream,NA,NA
doi:10.5063/F1JD4V29,NA,characteristics,NA,NA
doi:10.5063/F1JD4V29,NA,temperature,NA,NA
doi:10.5063/F1K35RXV,NA,brood,NA,NA
doi:10.5063/F1K35RXV,NA,table,NA,NA
doi:10.5063/F1K64GBK,NA,age,NA,NA
doi:10.5063/F1K64GBK,NA,sex,NA,NA
doi:10.5063/F1K64GBK,NA,length,NA,NA
doi:10.5063/F1KD1W57,Jared Kibele,precipitation,NA,NA
doi:10.5063/F1KD1W57,Jared Kibele,featured,NA,NA
doi:10.5063/F1KD1W57,Jared Kibele,biophysical,NA,NA
doi:10.5063/F1KP80FG,Steve Langdon,governance,NA,NA
doi:10.5063/F1KP80FG,Steve Langdon,featured,NA,NA
doi:10.5063/F1KW5DB1,NA,economic,NA,NA
doi:10.5063/F1KW5DB1,NA,commercial,NA,NA
doi:10.5063/F1KW5DB1,NA,fishing,NA,NA
doi:10.5063/F1KW5DB1,NA,featured,NA,NA
doi:10.5063/F1KW5DB1,NA,well,NA,NA
doi:10.5063/F1KW5DB1,NA,being,NA,NA
doi:10.5063/F1M043PR,NA,escapement,NA,NA
doi:10.5063/F1MK6B60,Jared Kibele,temperature,NA,NA
doi:10.5063/F1MK6B60,Jared Kibele,featured,NA,NA
doi:10.5063/F1MK6B60,Jared Kibele,biophysical,NA,NA
doi:10.5063/F1MW2FFZ,NA,census,NA,NA
doi:10.5063/F1MW2FFZ,NA,and,NA,NA
doi:10.5063/F1MW2FFZ,NA,demographic,NA,NA
doi:10.5063/F1MW2FFZ,NA,featured,NA,NA
doi:10.5063/F1MW2FFZ,NA,economic,NA,NA
doi:10.5063/F1MW2FFZ,NA,well,NA,NA
doi:10.5063/F1MW2FFZ,NA,being,NA,NA
doi:10.5063/F1N58JPP,Jeanette Clark,census,NA,NA
doi:10.5063/F1N58JPP,Jeanette Clark,and,NA,NA
doi:10.5063/F1N58JPP,Jeanette Clark,demographic,NA,NA
doi:10.5063/F1N58JPP,Jeanette Clark,featured,NA,NA
doi:10.5063/F1N58JPP,Jeanette Clark,well,NA,NA
doi:10.5063/F1N58JPP,Jeanette Clark,being,NA,NA
doi:10.5063/F1NC5ZGW,Tobias Schwoerer,na,NA,NA
doi:10.5063/F1NK3C9X,Emily O'Dean,land,NA,NA
doi:10.5063/F1NK3C9X,Emily O'Dean,use,NA,NA
doi:10.5063/F1NK3C9X,Emily O'Dean,governance,NA,NA
doi:10.5063/F1NV9GHW,NA,age,NA,NA
doi:10.5063/F1NV9GHW,NA,sex,NA,NA
doi:10.5063/F1NV9GHW,NA,length,NA,NA
doi:10.5063/F1NZ85X6,NA,brood,NA,NA
doi:10.5063/F1NZ85X6,NA,table,NA,NA
doi:10.5063/F1P55KR5,NA,stream,NA,NA
doi:10.5063/F1P55KR5,NA,characteristics,NA,NA
doi:10.5063/F1P55KR5,NA,temperature,NA,NA
doi:10.5063/F1PN93XZ,NA,economic,NA,NA
doi:10.5063/F1PN93XZ,NA,featured,NA,NA
doi:10.5063/F1PN93XZ,NA,well,NA,NA
doi:10.5063/F1PN93XZ,NA,being,NA,NA
doi:10.5063/F1PR7T8D,Rich Brenner,age,NA,NA
doi:10.5063/F1PR7T8D,Rich Brenner,sex,NA,NA
doi:10.5063/F1PR7T8D,Rich Brenner,length,NA,NA
doi:10.5063/F1PZ573F,Jared Kibele,watershed,NA,NA
doi:10.5063/F1PZ573F,Jared Kibele,characteristics,NA,NA
doi:10.5063/F1PZ573F,Jared Kibele,biophysical,NA,NA
doi:10.5063/F1QF8R4C,NA,sport,NA,NA
doi:10.5063/F1QF8R4C,NA,fishing,NA,NA
doi:10.5063/F1QF8R4C,NA,featured,NA,NA
doi:10.5063/F1QF8R4C,NA,economic,NA,NA
doi:10.5063/F1QF8R4C,NA,well,NA,NA
doi:10.5063/F1QF8R4C,NA,being,NA,NA
doi:10.5063/F1QN652R,Meagan Krupa,governance,NA,NA
doi:10.5063/F1QN652R,Meagan Krupa,featured,NA,NA
doi:10.5063/F1QR4VCB,NA,land,NA,NA
doi:10.5063/F1QR4VCB,NA,use,NA,NA
doi:10.5063/F1R20ZMM,NA,stream,NA,NA
doi:10.5063/F1R20ZMM,NA,characteristics,NA,NA
doi:10.5063/F1R20ZMM,NA,temperature,NA,NA
doi:10.5063/F1R20ZN2,Rachel Donkersloot,well,NA,NA
doi:10.5063/F1R20ZN2,Rachel Donkersloot,being,NA,NA
doi:10.5063/F1R20ZN2,Rachel Donkersloot,featured,NA,NA
doi:10.5063/F1RF5S96,NA,economic,NA,NA
doi:10.5063/F1RF5S96,NA,commercial,NA,NA
doi:10.5063/F1RF5S96,NA,fishing,NA,NA
doi:10.5063/F1RF5S96,NA,featured,NA,NA
doi:10.5063/F1RF5S96,NA,well,NA,NA
doi:10.5063/F1RF5S96,NA,being,NA,NA
doi:10.5063/F1RN3647,NA,economic,NA,NA
doi:10.5063/F1RN3647,NA,featured,NA,NA
doi:10.5063/F1RN3647,NA,well,NA,NA
doi:10.5063/F1RN3647,NA,being,NA,NA
doi:10.5063/F1RR1WHQ,NA,harvest,NA,NA
doi:10.5063/F1RR1WHQ,NA,sport,NA,NA
doi:10.5063/F1RR1WHQ,NA,fishing,NA,NA
doi:10.5063/F1RR1WHQ,NA,featured,NA,NA
doi:10.5063/F1RR1WHQ,NA,well,NA,NA
doi:10.5063/F1RR1WHQ,NA,being,NA,NA
doi:10.5063/F1S75DNC,NA,harvest,NA,NA
doi:10.5063/F1S75DNC,NA,subsistence,NA,NA
doi:10.5063/F1S75DNC,NA,and,NA,NA
doi:10.5063/F1S75DNC,NA,personal,NA,NA
doi:10.5063/F1S75DNC,NA,use,NA,NA
doi:10.5063/F1S75DNC,NA,fishing,NA,NA
doi:10.5063/F1S75DNC,NA,featured,NA,NA
doi:10.5063/F1S75DNC,NA,well,NA,NA
doi:10.5063/F1S75DNC,NA,being,NA,NA
doi:10.5063/F1SF2TG1,Stephanie Freund,brood,NA,NA
doi:10.5063/F1SF2TG1,Stephanie Freund,table,NA,NA
doi:10.5063/F1SF2TG1,Stephanie Freund,featured,NA,NA
doi:10.5063/F1SF2TG1,Stephanie Freund,biophysical,NA,NA
doi:10.5063/F1SJ1HWB,NA,age,NA,NA
doi:10.5063/F1SJ1HWB,NA,sex,NA,NA
doi:10.5063/F1SJ1HWB,NA,length,NA,NA
doi:10.5063/F1ST7N45,Christopher Arp,stream,NA,NA
doi:10.5063/F1ST7N45,Christopher Arp,characteristics,NA,NA
doi:10.5063/F1ST7N45,Christopher Arp,temperature,NA,NA
doi:10.5063/F1T151XN,NA,harvest,NA,NA
doi:10.5063/F1T151XN,NA,commercial,NA,NA
doi:10.5063/F1T151XN,NA,fishing,NA,NA
doi:10.5063/F1T151XN,NA,economic,NA,NA
doi:10.5063/F1T151XN,NA,featured,NA,NA
doi:10.5063/F1T151XN,NA,sociocultural,NA,NA
doi:10.5063/F1T151XN,NA,economic,NA,NA
doi:10.5063/F1T151XN,NA,well,NA,NA
doi:10.5063/F1T151XN,NA,being,NA,NA
doi:10.5063/F1TD9VN9,NA,commercial,NA,NA
doi:10.5063/F1TD9VN9,NA,fishing,NA,NA
doi:10.5063/F1TD9VN9,NA,featured,NA,NA
doi:10.5063/F1TH8JZ8,Rich Brenner,escapement,NA,NA
doi:10.5063/F1V69GVP,NA,commercial,NA,NA
doi:10.5063/F1V69GVP,NA,fishing,NA,NA
doi:10.5063/F1V69GVP,NA,featured,NA,NA
doi:10.5063/F1V69GVP,NA,sociocultural,NA,NA
doi:10.5063/F1V69GVP,NA,well,NA,NA
doi:10.5063/F1V69GVP,NA,being,NA,NA
doi:10.5063/F1VH5M32,NA,governance,NA,NA
doi:10.5063/F1VH5M32,NA,featured,NA,NA
doi:10.5063/F1VH5M32,NA,well,NA,NA
doi:10.5063/F1VH5M32,NA,being,NA,NA
doi:10.5063/F1VT1QB1,NA,escapement,NA,NA
doi:10.5063/F1W957GP,NA,age,NA,NA
doi:10.5063/F1W957GP,NA,sex,NA,NA
doi:10.5063/F1W957GP,NA,length,NA,NA
doi:10.5063/F1W957H4,Jared Kibele,watershed,NA,NA
doi:10.5063/F1W957H4,Jared Kibele,characteristics,NA,NA
doi:10.5063/F1W957H4,Jared Kibele,featured,NA,NA
doi:10.5063/F1W957H4,Jared Kibele,biophysical,NA,NA
doi:10.5063/F1WH2N8W,Jared Kibele,places,NA,NA
doi:10.5063/F1WH2N8W,Jared Kibele,featured,NA,NA
doi:10.5063/F1WW7FZ2,Tobias Schwoerer,featured,NA,NA
doi:10.5063/F1WW7FZ2,Tobias Schwoerer,economic,NA,NA
doi:10.5063/F1X63K76,Kevin Schaberg,brood,NA,NA
doi:10.5063/F1X63K76,Kevin Schaberg,table,NA,NA
doi:10.5063/F1X928KM,Leslie Jones,governance,NA,NA
doi:10.5063/F1X928KM,Leslie Jones,featured,NA,NA
doi:10.5063/F1XK8CT1,NA,stream,NA,NA
doi:10.5063/F1XK8CT1,NA,characteristics,NA,NA
doi:10.5063/F1XK8CT1,NA,temperature,NA,NA
doi:10.5063/F1XK8CVG,Jeanette Clark,well,NA,NA
doi:10.5063/F1XK8CVG,Jeanette Clark,being,NA,NA
doi:10.5063/F1XK8CVG,Jeanette Clark,featured,NA,NA
doi:10.5063/F1XS5SP4,NA,economic,NA,NA
doi:10.5063/F1XS5SP4,NA,featured,NA,NA
doi:10.5063/F1XS5SP4,NA,well,NA,NA
doi:10.5063/F1XS5SP4,NA,being,NA,NA
doi:10.5063/F1XW4H3V,Juliet Bachtel,census,NA,NA
doi:10.5063/F1XW4H3V,Juliet Bachtel,and,NA,NA
doi:10.5063/F1XW4H3V,Juliet Bachtel,demographic,NA,NA
doi:10.5063/F1XW4H3V,Juliet Bachtel,featured,NA,NA
doi:10.5063/F1XW4H3V,Juliet Bachtel,sociocultural,NA,NA
doi:10.5063/F1XW4H3V,Juliet Bachtel,well,NA,NA
doi:10.5063/F1XW4H3V,Juliet Bachtel,being,NA,NA
doi:10.5063/F1Z899P0,Greg Ruggerone,ocean,NA,NA
doi:10.5063/F1Z899P0,Greg Ruggerone,distribution,NA,NA
doi:10.5063/F1Z899P0,Greg Ruggerone,featured,NA,NA
doi:10.5063/F1Z899P0,Greg Ruggerone,ocean,NA,NA
doi:10.5063/F1Z899P0,Greg Ruggerone,climate,NA,NA
doi:10.5063/F1ZK5DXZ,Jared Kibele,land,NA,NA
doi:10.5063/F1ZK5DXZ,Jared Kibele,use,NA,NA
doi:10.5063/F1ZK5DXZ,Jared Kibele,featured,NA,NA
doi:10.5063/F1ZK5DXZ,Jared Kibele,biophysical,NA,NA
doi:10.5063/F1ZW1J77,NA,ocean,NA,NA
doi:10.5063/F1ZW1J77,NA,climate,NA,NA
doi:10.5063/F1ZW1J77,NA,age,NA,NA
doi:10.5063/F1ZW1J77,NA,sex,NA,NA
doi:10.5063/F1ZW1J77,NA,length,NA,NA
