word1,word2,word3,n,unique_ids,unique_authors
1942,observed,average,38,1,1
1943,observed,average,38,1,1
1944,observed,average,38,1,1
1945,observed,average,38,1,1
1946,observed,average,38,1,1
1947,observed,average,38,1,1
1948,observed,average,38,1,1
1949,observed,average,38,1,1
1950,observed,average,38,1,1
1951,observed,average,38,1,1
1952,observed,average,38,1,1
1953,observed,average,38,1,1
1954,observed,average,38,1,1
1955,observed,average,38,1,1
1956,observed,average,38,1,1
1957,observed,average,38,1,1
1958,observed,average,38,1,1
1959,observed,average,38,1,1
1960,observed,average,38,1,1
1961,observed,average,38,1,1
1962,observed,average,38,1,1
1963,observed,average,38,1,1
1964,observed,average,38,1,1
1965,observed,average,38,1,1
1966,observed,average,38,1,1
1967,observed,average,38,1,1
1968,observed,average,38,1,1
1969,observed,average,38,1,1
1970,observed,average,38,1,1
1971,observed,average,38,1,1
1972,observed,average,38,1,1
1973,observed,average,38,1,1
1974,observed,average,38,1,1
1975,observed,average,38,1,1
1976,observed,average,38,1,1
1977,observed,average,38,1,1
1978,observed,average,38,1,1
1979,observed,average,38,1,1
1980,observed,average,38,1,1
1981,observed,average,38,1,1
1982,observed,average,38,1,1
1983,observed,average,38,1,1
1984,observed,average,38,1,1
1985,observed,average,38,1,1
1986,observed,average,38,1,1
1987,observed,average,38,1,1
1988,observed,average,38,1,1
1989,observed,average,38,1,1
1990,observed,average,38,1,1
1991,observed,average,38,1,1
1992,observed,average,38,1,1
1993,observed,average,38,1,1
1994,observed,average,38,1,1
1995,observed,average,38,1,1
1996,observed,average,38,1,1
1997,observed,average,38,1,1
1998,observed,average,38,1,1
1999,observed,average,38,1,1
2000,observed,average,38,1,1
2001,observed,average,38,1,1
2002,observed,average,38,1,1
2003,observed,average,38,1,1
2004,observed,average,38,1,1
2005,observed,average,38,1,1
2006,observed,average,38,1,1
2007,observed,average,38,1,1
2008,observed,average,38,1,1
2009,observed,average,38,1,1
2010,observed,average,38,1,1
2011,observed,average,38,1,1
2012,observed,average,38,1,1
2013,observed,average,38,1,1
2014,observed,average,38,1,1
commercial,harvest,data,35,2,1
bethel,test,fishery,33,1,1
ratio,chum,sockeye:chinook,33,1,1
species,ratio,chum,33,1,1
0,date,sample,32,1,1
0,unique,identifier,31,2,1
conservation,science,serial,31,2,1
key,contact,person,30,10,3
community,median,age,29,2,2
datalogger,date,sample,29,2,1
2015,observed,average,28,1,1
akoats_id,date,sample,27,3,2
alaska,online,aquatic,27,3,2
aquatic,temperature,site,27,3,2
chinook,salmon,harvested,27,2,2
chum,salmon,harvested,27,2,2
online,aquatic,temperature,27,3,2
sockeye,salmon,harvested,27,2,2
statewide,stream,temperature,27,3,2
stream,temperature,metadata,27,3,2
temperature,metadata,inventory,27,3,2
temperature,site,akoats,27,3,2
unique,akoats_id,date,27,3,2
age,error,code,26,7,1
license,holder,sex,25,1,1
1901,total,precipitation,24,1,1
1902,total,precipitation,24,1,1
1903,total,precipitation,24,1,1
1904,total,precipitation,24,1,1
1905,total,precipitation,24,1,1
1906,total,precipitation,24,1,1
1907,total,precipitation,24,1,1
1908,total,precipitation,24,1,1
1909,total,precipitation,24,1,1
1910,total,precipitation,24,1,1
1911,total,precipitation,24,1,1
1912,total,precipitation,24,1,1
1913,total,precipitation,24,1,1
1914,total,precipitation,24,1,1
1915,total,precipitation,24,1,1
1916,total,precipitation,24,1,1
1917,total,precipitation,24,1,1
1918,total,precipitation,24,1,1
1919,total,precipitation,24,1,1
1920,total,precipitation,24,1,1
1921,total,precipitation,24,1,1
1922,total,precipitation,24,1,1
1923,total,precipitation,24,1,1
1924,total,precipitation,24,1,1
1925,total,precipitation,24,1,1
1926,total,precipitation,24,1,1
1927,total,precipitation,24,1,1
1928,total,precipitation,24,1,1
1929,total,precipitation,24,1,1
1930,total,precipitation,24,1,1
1931,total,precipitation,24,1,1
1932,total,precipitation,24,1,1
1933,total,precipitation,24,1,1
1934,total,precipitation,24,1,1
1935,total,precipitation,24,1,1
1936,total,precipitation,24,1,1
1937,total,precipitation,24,1,1
1938,total,precipitation,24,1,1
1939,total,precipitation,24,1,1
1940,total,precipitation,24,1,1
1941,total,precipitation,24,1,1
1942,total,precipitation,24,1,1
1943,total,precipitation,24,1,1
1944,total,precipitation,24,1,1
1945,total,precipitation,24,1,1
1946,total,precipitation,24,1,1
1947,total,precipitation,24,1,1
1948,total,precipitation,24,1,1
1949,total,precipitation,24,1,1
1950,total,precipitation,24,1,1
1951,total,precipitation,24,1,1
1952,total,precipitation,24,1,1
1953,total,precipitation,24,1,1
1954,total,precipitation,24,1,1
1955,total,precipitation,24,1,1
1956,total,precipitation,24,1,1
1957,total,precipitation,24,1,1
1958,total,precipitation,24,1,1
1959,total,precipitation,24,1,1
1960,total,precipitation,24,1,1
1961,total,precipitation,24,1,1
1962,total,precipitation,24,1,1
1963,total,precipitation,24,1,1
1964,total,precipitation,24,1,1
1965,total,precipitation,24,1,1
1966,total,precipitation,24,1,1
1967,total,precipitation,24,1,1
1968,total,precipitation,24,1,1
1969,total,precipitation,24,1,1
1970,total,precipitation,24,1,1
1971,total,precipitation,24,1,1
1972,total,precipitation,24,1,1
1973,total,precipitation,24,1,1
1974,total,precipitation,24,1,1
1975,total,precipitation,24,1,1
1976,total,precipitation,24,1,1
1977,total,precipitation,24,1,1
1978,total,precipitation,24,1,1
1979,total,precipitation,24,1,1
1980,total,precipitation,24,1,1
1981,total,precipitation,24,1,1
1982,total,precipitation,24,1,1
1983,total,precipitation,24,1,1
1984,total,precipitation,24,1,1
1985,total,precipitation,24,1,1
1986,total,precipitation,24,1,1
1987,total,precipitation,24,1,1
1988,total,precipitation,24,1,1
1989,total,precipitation,24,1,1
1990,total,precipitation,24,1,1
1991,total,precipitation,24,1,1
1992,total,precipitation,24,1,1
1993,total,precipitation,24,1,1
1994,total,precipitation,24,1,1
1995,total,precipitation,24,1,1
1996,total,precipitation,24,1,1
1997,total,precipitation,24,1,1
1998,total,precipitation,24,1,1
1999,total,precipitation,24,1,1
2000,total,precipitation,24,1,1
2001,total,precipitation,24,1,1
2002,total,precipitation,24,1,1
2003,total,precipitation,24,1,1
2004,total,precipitation,24,1,1
2005,total,precipitation,24,1,1
2006,total,precipitation,24,1,1
2007,total,precipitation,24,1,1
2008,total,precipitation,24,1,1
2009,total,precipitation,24,1,1
2010,total,precipitation,24,1,1
2011,total,precipitation,24,1,1
2012,total,precipitation,24,1,1
2013,total,precipitation,24,1,1
2014,total,precipitation,24,1,1
license,class,code,24,1,1
license,holder,country,24,1,1
unique,stock,identifer,24,6,5
2015,total,precipitation,22,1,1
monitoring,station,decimal,22,11,3
sensor,site,water,22,11,3
site,water,quality,22,11,3
station,decimal,degrees,22,11,3
unique,stock,identifier,22,6,3
0,main,sensor,19,2,1
0.1,age,class,19,5,2
0.2,age,class,19,5,2
0.3,age,class,19,5,2
0.4,age,class,19,5,2
0.5,age,class,19,5,2
1,backup,sensor,19,2,1
1.1,age,class,19,5,2
1.2,age,class,19,5,2
1.3,age,class,19,5,2
1.4,age,class,19,5,2
1.5,age,class,19,5,2
2.1,age,class,19,5,2
2.2,age,class,19,5,2
2.3,age,class,19,5,2
2.4,age,class,19,5,2
3.1,age,class,19,5,2
3.2,age,class,19,5,2
3.3,age,class,19,5,2
3.4,age,class,19,5,2
main,sensor,1,19,2,1
sensor,1,backup,19,2,1
age,1.1,recruits,18,7,6
age,1.2,recruits,18,7,6
backup,sensor,0,18,2,1
poverty,line,proportion,18,1,1
age,2.1,recruits,17,6,6
age,2.2,recruits,17,6,6
harvest,data,collection,17,2,1
age,3.1,recruits,16,5,5
age,3.2,recruits,16,5,5
assistance,food,stamps,16,1,1
fish,age,error,16,5,1
public,assistance,food,16,1,1
age,class,unique,15,4,1
class,unique,stock,15,4,1
commercial,fishing,district,15,8,5
northern,british,columbia,15,1,1
prince,william,sound,15,1,1
recruits,unique,stock,15,2,2
russia,mainland,islands,15,1,1
southern,alaska,peninsula,15,1,1
southern,british,columbia,15,1,1
1,degree,celsius,14,1,1
30,degrees,celsius,14,1,1
additional,fall,run,14,3,2
age,1.3,recruits,14,5,4
decimal,degrees,longitude,14,13,4
fall,run,run,14,3,2
national,hydro,network,14,9,1
run,run,type,14,3,2
run,type,distinguishes,14,3,2
salt,water,age,14,7,2
temperatures,1,degree,14,1,1
unknown,meaning,weight,14,2,1
adult,population,ages,13,1,1
age,0.2,recruits,13,4,4
age,0.3,recruits,13,4,4
age,0.4,recruits,13,4,4
age,0.5,recruits,13,4,4
age,1.4,recruits,13,4,4
age,1.5,recruits,13,4,4
age,2.3,recruits,13,4,4
age,2.4,recruits,13,4,4
anadromous,waters,catalog,13,8,4
celsius,alaska,online,13,1,1
degrees,celsius,alaska,13,1,1
fresh,water,age,13,6,1
international,joint,commission,13,8,1
population,ages,16,13,1,1
age,0.1,recruits,12,3,3
age,3.3,recruits,12,3,3
asl,project,type,12,4,2
british,columbia,biomass,12,1,1
sampled,region,code,12,2,1
sampled,region,numeric,12,2,1
3,instrument,tested,11,11,3
4,instrument,tested,11,11,3
5,cross,sectional,11,11,3
age,3.4,recruits,11,2,2
agency,organization,unique,11,11,3
aquatic,ecology,plants,11,11,3
attachment,buoy,additional,11,11,3
biological,data,fish,11,11,3
buoy,additional,information,11,11,3
canadian,national,hydro,11,6,1
chemistry,physical,water,11,11,3
chum,salmon,location,11,1,1
community,median,income,11,1,1
conductivity,dissolved,oxygen,11,11,3
cross,sectional,stream,11,11,3
data,collection,final,11,11,3
data,fish,aquatic,11,11,3
deployment,4,instrument,11,11,3
depth,fish,counts,11,11,3
describe,relative,sensor,11,11,3
describe,site,conditions,11,11,3
documented,sop,3,11,11,3
failure,rock,epoxy,11,11,3
fish,aquatic,ecology,11,11,3
fish,salt,water,11,5,1
flow,depth,fish,11,11,3
gage,attachment,buoy,11,11,3
geographic,names,information,11,11,3
huc,region,id,11,2,1
information,system,gnis,11,11,3
instrument,tested,onsite,11,11,3
instrument,tested,pre,11,11,3
labor,force,100,11,1,1
lake,5,cross,11,11,3
larger,project,hyperlink,11,11,3
loss,failure,rock,11,11,3
names,information,system,11,11,3
numeric,huc,region,11,2,1
organization,unique,identification,11,11,3
parameters,ph,conductivity,11,11,3
ph,conductivity,dissolved,11,11,3
physical,parameters,ph,11,11,3
physical,water,quality,11,11,3
post,deployment,4,11,11,3
qa,qc,1,11,11,3
qa,qc,2,11,11,3
quality,chemical,parameters,11,11,3
quality,flow,depth,11,11,3
quality,physical,parameters,11,11,3
rebar,gage,attachment,11,11,3
referenced,nad83,wgs84,11,11,3
relative,sensor,location,11,11,3
rock,epoxy,cable,11,11,3
sectional,stream,testing,11,11,3
sensor,location,details,11,11,3
sensor,loss,failure,11,11,3
sensor,operational,status,11,11,3
sensor,site,biological,11,11,3
sensor,site,flow,11,11,3
site,biological,data,11,11,3
site,water,chemistry,11,11,3
sop,3,instrument,11,11,3
source,agency,organization,11,11,3
source,agency,website,11,11,3
source,file,source,11,6,1
stream,temperature,monitored,11,11,3
temperature,recordings,units,11,11,3
unique,identification,distinguishing,11,11,3
water,chemistry,physical,11,11,3
water,quality,chemical,11,11,3
water,quality,flow,11,11,3
water,quality,physical,11,11,3
water,season,sensor,11,11,3
accuracy,0.2,deg,10,10,3
air,temperature,1,10,10,3
boat,helicopter,plane,10,10,3
chemical,parameters,1,10,10,3
conservation,science,identifier,10,10,3
coordinates,referenced,nad83,10,10,3
degrees,celsius,location,10,1,1
dissolved,oxygen,1,10,10,3
ecology,plants,1,10,10,3
google,earth,interpolated,10,10,3
gps,google,earth,10,10,3
hobo,pro,v2,10,10,3
lake,level,1,10,10,3
managing,monitoring,site,10,10,3
minutes,continuous,automated,10,10,3
monitoring,site,data,10,10,3
nad83,wgs84,gps,10,10,3
operational,status,cancelled,10,10,3
organization,managing,monitoring,10,10,3
pro,v2,tidbit,10,10,3
region,observed,average,10,1,1
road,boat,helicopter,10,10,3
season,sensor,type,10,10,3
sensor,site,air,10,10,3
site,air,temperature,10,10,3
site,data,source,10,10,3
source,agency,email,10,10,3
source,agency,latitude,10,10,3
source,agency,telephone,10,10,3
status,cancelled,completed,10,10,3
stock,identifier,indicaates,10,2,1
stream,testing,road,10,10,3
testing,road,boat,10,10,3
transferrable,permits,issued,10,1,1
unknown,tiered,levels,10,10,3
usgs,waterbody,type,10,10,3
wgs84,gps,google,10,10,3
ages,16,unemployed,9,1,1
day,running,total,9,1,1
month,observed,average,9,1,1
numeric,region,id,9,2,1
outliers,alaska,online,9,1,1
population,labor,force,9,1,1
poverty,line,total,9,1,1
salmon,run,timing,9,1,1
sensor,0,main,9,1,1
16,unemployed,civilian,8,1,1
age,4.1,recruits,8,4,4
channel,slough,streambed,8,8,3
civilian,population,labor,8,1,1
eligible,adult,population,8,1,1
families,percent.families.below.povertyline,100,8,1,1
food,stamps,labor,8,1,1
food,stamps,proportion,8,1,1
force,eligible,adult,8,1,1
hyporheic,zone,text,8,8,3
kilograms,sasap,region,8,3,2
labor,force,eligible,8,1,1
line,total,families,8,1,1
mesh,size,species,8,2,1
observation,numeric,huc,8,2,1
size,species,common,8,2,1
slough,streambed,hyporheic,8,8,3
stamps,labor,force,8,1,1
streambed,hyporheic,zone,8,8,3
total,families,percent.families.below.povertyline,8,1,1
unemployed,civilian,population,8,1,1
white,individuals,identifying,8,1,1
2009,human,footprint,7,1,1
age,3,recruits,7,4,3
age,4,recruits,7,4,3
age,5,recruits,7,4,3
age,6,recruits,7,4,3
daily,escapement,count,7,5,3
data,collection,1,7,7,3
human,footprint,values,7,1,1
labor,force,population,7,1,1
region,numeric,region,7,2,1
sample,species,common,7,2,1
telemetry,tagged,fish,7,1,1
total,age,3,7,4,3
total,age,4,7,4,3
total,age,5,7,4,3
total,age,6,7,4,3
transferable,permit,holders,7,1,1
underdevelopment,time,minutes,7,7,3
unemployed,labor,force,7,1,1
1993,human,footprint,6,1,1
age,7,recruits,6,3,2
alaska,peninsula,biomass,6,1,1
bar,code,age,6,1,1
bar,code,scale,6,1,1
bar,code,tray,6,1,1
batch,bar,code,6,1,1
card,position,sample,6,1,1
card,scale,card,6,1,1
catch,date,sample,6,1,1
code,age,error,6,1,1
code,batch,bar,6,1,1
code,mesh,size,6,1,1
code,period,code,6,1,1
code,project,type,6,1,1
code,scale,card,6,1,1
code,tray,bar,6,1,1
collect,sample,mesh,6,1,1
cook,inlet,biomass,6,1,1
date,district,subdistrict,6,1,1
date,sample,date,6,1,1
district,subdistrict,stream,6,1,1
eastern,kamchatka,biomass,6,1,1
error,code,period,6,1,1
fish,ticket,item,6,2,1
gear,type,genetics,6,1,1
genetics,code,batch,6,1,1
genetics,individual,bar,6,1,1
identifer,salmon,species,6,2,2
individual,bar,code,6,1,1
kg,genetics,individual,6,1,1
labor,force,proportion,6,1,1
length,measurement,fresh,6,1,1
mainland,islands,biomass,6,1,1
measurement,fresh,water,6,1,1
mesh,size,length,6,1,1
net,pounds,multiplied,6,2,1
period,code,mesh,6,1,1
product,recovery,rate,6,2,1
project,type,gear,6,1,1
region,standard,deviation,6,4,1
sample,date,district,6,1,1
sample,mesh,size,6,1,1
scale,card,position,6,1,1
scale,card,scale,6,1,1
size,length,type,6,1,1
south,korea,biomass,6,1,1
southeast,alaska,biomass,6,1,1
species,code,project,6,1,1
stock,identifer,salmon,6,2,2
stream,location,processor,6,1,1
subdistrict,stream,location,6,1,1
ticket,item,based,6,2,1
total,age,7,6,3,2
tray,bar,code,6,1,1
type,gear,type,6,1,1
type,genetics,code,6,1,1
western,alaska,biomass,6,1,1
western,kamchatka,biomass,6,1,1
william,sound,biomass,6,1,1
1975,dollars,values,5,1,1
2015,numeric,id,5,1,1
2016,percent,population,5,1,1
3.4,recruits,unique,5,1,1
adfg,permits,accounted,5,1,1
adfg,species,code,5,1,1
age,2.5,recruits,5,3,3
age,4.2,recruits,5,1,1
civilian,labor,force,5,1,1
collected,coded,values,5,1,1
dollars,meaning,values,5,1,1
force,adult,population,5,1,1
harvest,copper,district,5,1,1
labor,force,adult,5,1,1
numeric,id,huc,5,1,1
oncorhynchus,sp,caught,5,1,1
people,utilizing,adfg,5,1,1
public,assistance,proportion,5,1,1
region,numeric,id,5,1,1
residents,median,age,5,1,1
salmon,harvested,pounds,5,1,1
salmon,oncorhynchus,sp,5,1,1
sampled,region,observed,5,1,1
stock,sasap,region,5,3,3
transferable,permits,held,5,1,1
unemployed,civilian,labor,5,1,1
utilizing,adfg,permits,5,1,1
vessel,catches,recorded,5,1,1
washington,total,biomass,5,1,1
waters,catalog,awc,5,3,2
watershed,standard,deviation,5,3,1
acid,plutonic,rocks,4,1,1
acid,volcanic,rocks,4,1,1
adfg,gear,code,4,1,1
age,8,recruits,4,4,3
age,classes,unique,4,2,2
alaska,residents,total,4,1,1
alaska,rural,local,4,1,1
alaska,urban,local,4,1,1
american,community,survey,4,1,1
barren,land,cover,4,1,1
basic,plutonic,rocks,4,1,1
basic,volcanic,rocks,4,1,1
born,white,people,4,1,1
bound,escapement,goal,4,2,1
carbonate,sedimentary,rocks,4,1,1
catch,fish,species,4,1,1
chum,salmon,biomass,4,1,1
chum,salmon,millions,4,1,1
city,total,population,4,3,2
civilian,unemployed,civilian,4,1,1
classes,unique,stock,4,2,2
classified,culverts,red,4,1,1
coded,wire,tag,4,1,1
collect,sample,type,4,4,2
columbia,river,basin,4,1,1
commercial,fishing,subdistrict,4,2,1
count,location,longitude,4,2,2
date,species,common,4,4,2
earliest,month,shown,4,1,1
estimate,american,community,4,1,1
fish,fresh,water,4,3,1
force,population,eligible,4,1,1
forest,landocover,percentage,4,1,1
game,commercial,fishing,4,1,1
intermediate,plutonic,rocks,4,1,1
intermediate,volcanic,rocks,4,1,1
land,cover,percentage,4,1,1
length,measurement,type,4,3,3
map,main,channel,4,4,2
mining,footprints,intersecting,4,1,1
mixed,sedimentary,rocks,4,1,1
month,shown,inclusive,4,1,1
month,total,precipitation,4,1,1
permit,holder,city,4,4,2
permit,transactions,occurring,4,1,1
pink,salmon,biomass,4,1,1
pink,salmon,millions,4,1,1
region,id,code,4,2,1
river,basin,total,4,1,1
rural,local,residents,4,1,1
salmon,escapement,data,4,1,1
salmon,permit,holders,4,2,2
sasap,region,id,4,2,2
sensors,position,e.g,4,4,2
shrub,landcover,percentage,4,1,1
siliciclastic,sedimentary,rocks,4,1,1
sockeye,salmon,biomass,4,1,1
sockeye,salmon,millions,4,1,1
stock,tagging,projects,4,1,1
total,age,8,4,4,3
urban,local,residents,4,1,1
west,coast,washington,4,1,1
wetland,land,cover,4,1,1
white,people,born,4,1,1
white,population,total,4,1,1
wild,stock,tagging,4,1,1
0.5,0.8c,fair,3,1,1
100,unemployed,labor,3,1,1
16,civilian,unemployed,3,1,1
3,age,error,3,2,1
4.2,recruits,unique,3,1,1
7,recruits,unique,3,1,1
age,2,recruits,3,3,3
ages,16,civilian,3,1,1
alaska,administrative,code,3,2,2
alaska,watershed,original,3,3,1
approximately,monthly,time,3,1,1
auxrep,fq,fq_a,3,1,1
average,adult,weight,3,1,1
bed,hyporheic,zone,3,3,1
channel,slough,stream,3,3,1
chinook,salmon,run,3,1,1
chum,salmon,run,3,1,1
civilian,unemployed,labor,3,1,1
code,sasap,region,3,3,2
collected,commercial,fishing,3,1,1
collected,describes,broader,3,1,1
covers,agency,responsible,3,3,1
daily,stream,temperature,3,1,1
data,covers,agency,3,3,1
data,grade,excellent,3,1,1
economic,development,division,3,1,1
escapement,count,method,3,2,2
fair,poor,calibration,3,1,1
family,started,fishing,3,1,1
females,median,age,3,1,1
fish,saltwater,age,3,2,2
force,100,unemployed,3,1,1
force,labor,force,3,1,1
foreign,born,white,3,1,1
fq,fq_a,fq_protocol,3,1,1
fq_a,fq_protocol,202013.1,3,1,1
fq_protocol,202013.1,pdf,3,1,1
freshwater,age,1,3,2,1
ƒ,main,channel,3,3,2
harvest,glennallen,subdistrict,3,1,1
https,science.nature.nps.gov,im,3,1,1
im,units,sean,3,1,1
information,https,science.nature.nps.gov,3,1,1
information,source,region,3,1,1
interim,permits,issued,3,1,1
investments,commercial,fishing,3,1,1
labor,force,civilian,3,1,1
labor,force,labor,3,1,1
labor,force,total,3,1,1
location,regions,defined,3,1,1
location,total,population,3,1,1
low,data,grades,3,1,1
map,ƒ,main,3,3,2
monthly,time,scale,3,1,1
montly,maintenance,visits,3,1,1
national,park,service,3,1,1
object,anadromous,waters,3,1,1
original,numeric,id,3,3,1
park,service,protocol,3,1,1
people,sasap,region,3,2,2
permanent,permits,renewed,3,1,1
poor,calibration,drift,3,1,1
poverty,line,percent,3,1,1
recovery,date,applying,3,1,1
region,watershed,id,3,3,1
regions,defined,set,3,1,1
reported,chinook,salmon,3,1,1
reported,chum,salmon,3,1,1
reported,sockeye,salmon,3,1,1
salmon,harvesting,goal,3,1,1
salmon,harvesting,goals,3,1,1
sampled,fish,length,3,3,3
sampler's,internal,protocol,3,1,1
sampling,alaska,online,3,3,2
science.nature.nps.gov,im,units,3,1,1
sea,1,winter,3,2,1
sea,3,winters,3,2,1
sean,auxrep,fq,3,1,1
sensor's,position,e.g,3,3,1
site,agency,responsible,3,3,2
slough,stream,bed,3,3,1
sockeye,salmon,run,3,1,1
species,gear,code,3,2,2
stream,bed,hyporheic,3,3,1
stream,temperature,degree,3,1,1
total,age,2,3,3,3
units,sean,auxrep,3,1,1
waterbody,information,source,3,1,1
waters,catalog,code,3,1,1
watershed,original,numeric,3,3,1
0,degree,longitude,2,1,1
1,december,12,2,1,1
1,southeast,2,2,1,1
1900,observed,average,2,1,1
1980,total,population,2,2,2
2,central,3,2,1,1
2_escapement_data,tables,format,2,1,1
2007,annual,escapement,2,2,1
2008,annual,escapement,2,2,1
2015,numeric,huc,2,1,1
2016,city,community,2,1,1
2016,median,income,2,1,1
3,westward,4,2,1,1
360,degree,recovery,2,1,1
360,degree,release,2,1,1
4,arctic,yukon,2,1,1
4.1,recruits,total,2,2,2
4.3,recruits,unique,2,1,1
43bd,a499,b788506a8459,2,1,1
5,degree,statistical,2,1,1
6329b75d,6d0e,43bd,2,1,1
6d0e,43bd,a499,2,1,1
8,recruits,total,2,2,2
accepting,carrying,proposal,2,1,1
actual,sales,transactions,2,1,1
adfg,management,region,2,2,1
adipose,fin,clipped,2,1,1
aerial,survey,weir,2,1,1
age,1.0,recruits,2,2,2
age,2.0,recruits,2,2,2
age,3.0,recruits,2,2,2
age,4.3,recruits,2,1,1
age,error,otolith,2,1,1
agency,collecting,data,2,2,1
alaska,daylight,time,2,1,1
alaskan,rural,locals,2,1,1
alaskan,rural,nonlocals,2,1,1
alaskan,urban,locals,2,1,1
alaskan,urban,nonlocals,2,1,1
american,indian,alaska,2,1,1
anadramous,waters,catalog,2,1,1
angler,days,fished,2,1,1
annual,escapement,2007,2,2,1
annual,escapement,2008,2,2,1
annual,escapement,2009,2,2,1
annual,growth,zone,2,1,1
annual,wholesale,production,2,1,1
annuli,ring,counts,2,1,1
arctic,yukon,kuskokwim,2,1,1
asl,project,coded,2,1,1
asl,project,source,2,2,1
asl_formatting_bristolbay.r,mesh,size,2,1,1
average,purchase,price,2,1,1
awc,location,code,2,1,1
bay,lagoon,intertidal,2,1,1
block,highway,marker,2,1,1
bru,bru,bru,2,1,1
carrying,proposal,numerical,2,1,1
catalog,awc,location,2,1,1
categorized,presumed,gender,2,2,2
central,3,westward,2,1,1
character,values,exist,2,1,1
chinook,salmon,harvesting,2,1,1
chitina,subdistrict,harvest,2,1,1
chum,salmon,harvesting,2,1,1
civilian,unemployment,rate,2,1,1
classified,culverts,black,2,1,1
classified,culverts,gray,2,1,1
classified,culverts,green,2,1,1
closest,hobo,logger,2,1,1
coded,wire,tags,2,1,1
coho,salmon,harvested,2,1,1
collecting,data,unique,2,2,1
collection,management,district,2,1,1
commercial,fisheries,stream,2,1,1
confidence,interval,inriver,2,1,1
consumer,price,index,2,1,1
copper,district,total,2,1,1
count,daily,escapement,2,1,1
count,location,anadromous,2,1,1
counted,daily,escapement,2,1,1
counts,commercial,fishing,2,1,1
curve,auc,calculations,2,1,1
data,collection,management,2,1,1
data,quality,alaska,2,1,1
data,source,identifer,2,2,2
data,source,numeric,2,2,2
data,source,river,2,1,1
data,storage,tag,2,1,1
data,unique,site,2,2,1
dataset,https,knb.ecoinformatics.org,2,1,1
days,fished,sum,2,1,1
decimal,degrees,anadramous,2,1,1
degrees,anadramous,waters,2,1,1
developmental,parameters,average,2,1,1
distinguish,hatchery,reared,2,1,1
district,identifier,derived,2,1,1
district,total,harvest,2,1,1
div,ugf,aslc,2,1,1
domestic,born,white,2,1,1
e.g,bay,lagoon,2,1,1
e.g,foot,survey,2,1,1
e.g,january,1,2,1,1
error,otolith,inverted,2,1,1
escapement,2007,annual,2,2,1
escapement,2008,annual,2,2,1
escapement,counts,commercial,2,1,1
escapement,counts,species,2,1,1
escapement,goal,escapement,2,2,1
escapement,goal,implemented,2,2,1
escapement,goal,type,2,2,1
escapement,goal,upper,2,2,1
escapement,goals,lower,2,2,1
excluding,forclosed,permits,2,1,1
female,population,total,2,1,1
fish,freshwater,age,2,2,2
fish,species,species,2,1,1
fisheries,stream,code,2,1,1
fishery,management,region,2,1,1
foot,survey,aerial,2,1,1
force,civilian,unemployed,2,1,1
ft,perforation,2,2,1,1
game,management,region,2,1,1
geographic,information,system,2,1,1
glennallen,subdistrict,harvest,2,1,1
goal,escapement,goal,2,2,1
goal,implemented,annual,2,2,1
goal,upper,bound,2,2,1
goals,lower,bound,2,2,1
governmental,entity,conducting,2,1,1
grams,average,length,2,1,1
