word1,word2,word3,n,unique_ids,unique_authors
alaska.edu,scott,rupp,2,2,1
alaskan,river,systems,2,2,1
amp,amp,irvine,2,1,1
anadramous,waters,catalog,2,1,1
anadromous,fish,act,2,1,1
anadromous,fish,commission,2,1,1
anadromous,waters,catalog,2,2,2
analysis,project,rap,2,2,1
anchorage,http,www.adfg.alaska.gov,2,2,2
annual,chinook,salmon,2,2,2
application,transfer,requests,2,2,2
arctic,landscape,conservation,2,2,1
assigned,escapement,goals,2,2,1
atmospheric,administration,noaa,2,2,2
attribution,4.0,https,2,2,1
bag,limit,restrictions,2,2,1
bay,national,park,2,1,1
biological,escapement,goals,2,2,1
boreal,landscape,conservation,2,2,1
boundaries,knowledge,network,2,2,1
boundary,dataset,wbd,2,1,1
bristol,bay,alaska,2,2,2
bristol,bay,region,2,2,1
catch,data,alaska,2,2,2
cfec,including,permit,2,2,2
characteristics,tax,revenue,2,1,1
chinook,brood,table,2,1,1
citation,steven,manson,2,2,2
ckan.snap.uaf.edu,dataset,historical,2,2,1
climate,science,center,2,2,1
coastal,fisheries,dynamics,2,1,1
columns,slightly,including,2,2,2
commercial,catch,data,2,2,2
commercial,salmon,harvest,2,2,2
commercial,salmon,harvests,2,2,2
commercial,subsistence,personal,2,2,1
commission,2018,commercial,2,1,1
commons,attribution,4.0,2,2,1
conservation,cooperative,lccs,2,2,1
conservation,cooperative,western,2,2,1
constitute,potential,regulatory,2,2,2
cooperative,western,alaska,2,2,1
copper,river,coghill,2,2,1
csv,data,file,2,2,1
csv,file,age,2,2,2
cultural,practices,subsistence,2,2,1
data,alaska,department,2,2,1
data,file,names,2,2,2
data,files,data,2,2,2
data,reformatting,steps,2,2,2
data2,nhgis.org,main,2,2,2
database,http,www.adfg.alaska.gov,2,1,1
database,minneapolis,university,2,2,2
dataset,historical,monthly,2,2,1
dataset,includes,data,2,2,2
david,van,riper,2,2,2
development,website,http,2,2,1
doi,10.5063,f1mp51jd,2,2,2
doi.org,10.18128,d050,2,2,2
download,similar,data,2,2,1
draws,pertinent,columns,2,2,1
e.g,spawning,season,2,2,1
employee,count,data,2,1,1
entry,commission,2018,2,1,1
entry,commission,cfec,2,2,1
entry,permits,1975,2,1,1
era,landsat,4,2,2,1
escapement,goals,begs,2,2,1
escapement,goals,biological,2,2,1
escapement,goals,oegs,2,2,1
escapement,goals,segs,2,2,1
estimated,annual,chinook,2,2,2
estimated,gross,earnings,2,1,1
extract,historic,average,2,2,1
facilitates,resource,allocation,2,2,2
federal,public,lands,2,1,1
federally,recognized,tribes,2,1,1
file,age,classes,2,2,2
file,glennallen,district,2,1,1
files,data,file,2,2,2
fish,board,calls,2,2,2
fish,passage,assessment,2,1,1
fish,ticket,data,2,1,1
fisheries,dynamics,management,2,1,1
fisheries,management,proposals,2,2,2
fisheries,related,loans,2,1,1
fisheries,require,permits,2,2,1
fishery,management,council,2,1,1
fishery,regulations,5,2,2,1
fishing,processing,industry,2,2,1
flags,duplicate,records,2,2,1
food,raw,materials,2,2,1
freshwater,saltwater,age,2,2,2
freshwater,saltwater,notation,2,2,2
freshwater,streams,escapement,2,2,1
game,issues,facilitates,2,2,2
game,original,data,2,2,2
game,subsistence,division,2,2,1
game,website,https,2,2,2
geographic,information,system,2,2,2
geographic,information,systems,2,2,2
glacier,bay,national,2,1,1
goals,biological,escapement,2,2,1
gold,rush,national,2,1,1
growing,season,monthly,2,2,1
harvest,https,knb.ecoinformatics.org,2,1,1
historic,average,alaskan,2,2,1
historic,geographic,information,2,2,2
historical,geographic,information,2,2,2
http,doi.org,10.18128,2,2,2
http,live.laborstats.alaska.gov,pop,2,1,1
http,www.adfg.alaska.gov,fedaidpdfs,2,2,2
https,creativecommons.org,licenses,2,2,1
https,data2,nhgis.org,2,2,2
https,www.adfg.alaska.gov,sf,2,2,2
human,footprint,data,2,1,1
include,separate,files,2,2,1
included,pdf,document,2,2,2
included,rmd,file,2,2,2
including,permit,application,2,2,2
including,typographical,errors,2,2,2
index.cfm,adfg,fishpassage.database,2,1,1
information,service,nwis,2,2,1
information,system,version,2,2,2
information,systems,website,2,2,2
inventory,database,http,2,1,1
ipums,national,historic,2,2,2
ipums,national,historical,2,2,2
issues,facilitates,resource,2,2,2
jared,kibele,2018,2,2,1
jonathan,schroeder,david,2,2,2
juvenile,salmon,migrate,2,2,1
klondike,gold,rush,2,1,1
kotzebue,kuskokwim,norton,2,2,1
kurkowski,takurkowski,alaska.edu,2,2,1
kuskokwim,norton,sound,2,2,1
leaving,fertilized,eggs,2,2,1
leonawicz,michael,lindgren,2,2,1
level,1,assessments,2,1,1
level,metadata,file,2,2,2
life,cycle,begins,2,2,1
life,histories,archived,2,2,2
limit,restrictions,finfish,2,2,1
lindgren,tom,kurkowski,2,2,1
live.laborstats.alaska.gov,seafood,research,2,2,1
main,citation,steven,2,2,2
main,data,tables,2,1,1
major,road,system,2,1,1
management,proposals,inviting,2,2,2
manson,jonathan,schroeder,2,2,2
matthew,leonawicz,michael,2,2,1
maximum,sustained,yield,2,2,1
michael,lindgren,tom,2,2,1
microsoft,access,database,2,2,2
minnesota,2017,http,2,2,2
names,including,typographical,2,2,2
national,historic,geographic,2,2,2
national,historical,geographic,2,2,2
national,land,cover,2,1,1
national,water,information,2,2,1
native,language,center,2,1,1
nhgis.org,main,citation,2,2,2
noncommercial,customary,harvest,2,2,1
north,pacific,anadromous,2,1,1
north,pacific,fishery,2,1,1
northwest,boreal,landscape,2,2,1
ongoing,sampling,occurred,2,2,1
online,proposal,book,2,2,2
optimal,escapement,goals,2,2,1
original,csv,file,2,2,2
pacific,anadromous,fish,2,1,1
pacific,fishery,management,2,1,1
pacific,salmon,oncorhynchus,2,2,2
package,comprise,records,2,2,1
package,dataretrieval,included,2,2,1
park,service,nps,2,2,1
passage,assessment,program,2,1,1
people,regional,boundaries,2,2,1
people,sasap,regions,2,2,2
performs,quality,assurance,2,2,1
permit,application,transfer,2,2,2
permits,1975,2015,2,1,1
pink,salmon,chum,2,1,1
project,rap,dataset,2,2,1
project,sasap,https,2,2,1
proposal,book,proposals,2,2,2
quality,assurance,checks,2,2,1
reach,reproductive,age,2,2,1
reaching,sexual,maturity,2,2,1
readily,understandable,species,2,2,1
reformatted,sockeye,salmon,2,2,2
regional,boundaries,knowledge,2,2,1
regional,divisions,determined,2,2,1
regional,fisheries,management,2,2,2
regulate,subsistence,fisheries,2,2,1
regulations,5,aac,2,2,1
rendered,html,file,2,2,1
river,analysis,project,2,2,1
riverscape,analysis,project,2,1,1
ruggles,ipums,national,2,2,2
rural,permit,owner,2,1,1
rural,subsistence,users,2,2,2
rural,urban,distinction,2,2,2
rush,national,historical,2,1,1
salmon,chum,salmon,2,1,1
salmon,harvest,data,2,2,2
salmon,life,cycle,2,2,1
salmon,migrate,downstream,2,2,1
salmon,oncorhynchus,spp,2,2,2
salmon,permit,holders,2,2,1
salmon,rainbow,trout,2,2,1
salmon,spawn,leaving,2,2,1
sasap,regions,dataset,2,2,2
schroeder,david,van,2,2,2
se,3,winters,2,2,2
sea,1,stocks,2,2,2
season,growing,season,2,2,1
season,harvest,management,2,1,1
season,monthly,averages,2,2,1
service,national,park,2,2,2
shapefile,watersheds_slope_shp.zip,csv,2,2,1
sites,logged,data,2,2,1
sockeye,salmon,brood,2,2,2
spawn,leaving,fertilized,2,2,1
spawning,season,growing,2,2,1
specific,management,objective,2,2,1
sport,fish,harvest,2,2,2
sport,fish,sectors,2,2,1
sport,fishing,survey,2,1,1
stakeholder,demographics,affiliations,2,2,2
static,water,level,2,1,1
steven,manson,jonathan,2,2,2
steven,ruggles,ipums,2,2,2
stream,juvenile,salmon,2,2,1
streams,escapement,data,2,2,1
subsistence,fishing,regulations,2,2,1
sustainable,escapement,goals,2,2,1
sustained,yield,sustainable,2,2,1
system,version,12.0,2,2,2
systems,website,https,2,2,2
tables,1,4,2,2,1
tag,recovery,program,2,1,1
takurkowski,alaska.edu,scott,2,2,1
tom,kurkowski,takurkowski,2,2,1
total,age,calculated,2,2,2
total,age,table,2,2,2
traditional,cultural,practices,2,2,1
understandable,species,names,2,2,1
urban,permit,owner,2,1,1
usgs,data,repository,2,2,1
version,12.0,database,2,2,2
water,information,service,2,2,1
watershed,boundary,dataset,2,1,1
watersheds_slope_shp.zip,csv,versions,2,2,1
website,http,live.laborstats.alaska.gov,2,2,1
website,http,www.adfg.alaska.gov,2,2,1
website,https,data2,2,2,2
western,alaska,landscape,2,2,1
william,sound,southeast,2,2,1
worker,characteristics,tax,2,1,1
www.adfg.alaska.gov,sf,sportfishingsurvey,2,1,1
yield,sustainable,escapement,2,2,1
0.5,spatial,resolution,1,1,1
02,20,http,1,1,1
03,anchorage,http,1,1,1
04,04,2018,1,1,1
08,anchorage,http,1,1,1
1,5,aac,1,1,1
1,annual,wholesale,1,1,1
1,built,environments,1,1,1
1,burned,pixels,1,1,1
1,csv,annual,1,1,1
1,improved,pre,1,1,1
1,return,catch,1,1,1
1,statewide,region,1,1,1
10,152,168,1,1,1
10.1038,sdata,2016.67,1,1,1
10.1577,c09,054.1,1,1,1
10.1594,pangaea,788537,1,1,1
10.5061,dryad,052q5.2,1,1,1
10.5063,f1416vb4,andrew,1,1,1
10.5063,f1gx48v4,james,1,1,1
10.5063,f1j964nz,geometries,1,1,1
10.5063,f1r20zn2,indicators,1,1,1
10.5063,f1tt4p73,andrew,1,1,1
11,aac,93.140,1,1,1
11,natural,resources,1,1,1
12,months,prior,1,1,1
"12,000","12,500",salmon,1,1,1
13,regional,maps,1,1,1
13.4,million,pounds,1,1,1
14,08,anchorage,1,1,1
1445b9a8ca53,commercial,harvest,1,1,1
15,minute,intervals,1,1,1
16,06,salmon,1,1,1
16,3n,16,1,1,1
16,3n.htm,data,1,1,1
16.05.871,901,requires,1,1,1
17,stream,temperature,1,1,1
17th,coast,guard,1,1,1
18,aac,80,1,1,1
18,aac,80.015,1,1,1
18,xx,anchorage,1,1,1
19,figures,created,1,1,1
19,herring,fisheries,1,1,1
1925,2015,marine,1,1,1
1952,2015,longterm,1,1,1
1959,2016,bof_proposals.csv,1,1,1
1959,2016,knowledge,1,1,1
1974,native,peoples,1,1,1
1974,revised,1982,1,1,1
1975,2015,drafters,1,1,1
1975,2016,information,1,1,1
1975,2016,provided,1,1,1
1977,capturing,harvest,1,1,1
1982,fairbanks,alaska,1,1,1
1984,2016,2,1,1,1
1987,2016,contained,1,1,1
1993,csv,2016,1,1,1
1995,2016,knowledge,1,1,1
1996,included,maps,1,1,1
1997,2016,length,1,1,1
2,306,328,1,1,1
2,average,wholesale,1,1,1
2,linked,main,1,1,1
2,population,density,1,1,1
2,total,biomass,1,1,1
2,watershed,sasap_watersheds_gapfix.zip,1,1,1
"2,500",culvert,assessments,1,1,1
20,http,live.laborstats.alaska.gov,1,1,1
2005,north,american,1,1,1
2009,03,anchorage,1,1,1
2009,2014,alaska,1,1,1
2009,knowledge,network,1,1,1
2011,2015,csv,1,1,1
2011,indigenous,peoples,1,1,1
2012,glacier,polygons,1,1,1
2012,global,lithological,1,1,1
2012,lakes,polygons,1,1,1
2014,alaska,department,1,1,1
2014,culvert,inventory,1,1,1
2015,2016,due,1,1,1
2015,csv,includes,1,1,1
2015,http,ckan.snap.uaf.edu,1,1,1
2015,knowledge,network,1,1,1
2015,longterm,tables,1,1,1
2016,2,average,1,1,1
2016,2017,due,1,1,1
2016,bof_proposals.csv,proposal,1,1,1
2016,cfec,report,1,1,1
2016,commercial,fisheries,1,1,1
2016,http,www.adfg.alaska.gov,1,1,1
2016,https,coast.noaa.gov,1,1,1
2016,permit,information,1,1,1
2016,road,connection,1,1,1
2016_excel,sheet,1,1,1,1
2017,alaska,board,1,1,1
2017,alaska,residents,1,1,1
2017,data,includes,1,1,1
2017,estimated,annual,1,1,1
2017,field,season,1,1,1
2018,hydrologic,unit,1,1,1
2018,knowledge,network,1,1,1
2018,salmon,hatchery,1,1,1
2019,02,20,1,1,1
229,federally,recognized,1,1,1
23,stream,temperature,1,1,1
"23,500","31,000",salmon,1,1,1
"25,500","39,000",salmon,1,1,1
250,indicators,identified,1,1,1
26,salmon,fisheries,1,1,1
27,stream,temperature,1,1,1
28,data,files,1,1,1
3,ans,regions,1,1,1
3,csv,files,1,1,1
3,dive,fisheries,1,1,1
3,electric,infrastructure,1,1,1
3,finer,spatial,1,1,1
3,people,permits,1,1,1
3,shrimp,fisheries,1,1,1
3,statewide,salmon,1,1,1
"31,000",salmon,upper,1,1,1
314,doi,10.1080,1,1,1
31b421f3,c48c,473a,1,1,1
33,stream,temperature,1,1,1
36.9,million,pounds,1,1,1
3660,424f,adab,1,1,1
37,"7,305",314,1,1,1
"39,000",salmon,middle,1,1,1
3n,16,3n.htm,1,1,1
3n.htm,data,tables,1,1,1
4,crop,lands,1,1,1
4,domains,demographic,1,1,1
4,major,rivers,1,1,1
40473bde,9774,4581,1,1,1
41.08.020,b4,authority,1,1,1
424f,adab,c771d1c89a5d,1,1,1
4355,8f3b,1445b9a8ca53,1,1,1
4581,aafb,5d2c3b4a70d1,1,1,1
473a,bc20,601c738b3a3c,1,1,1
48,figures,generated,1,1,1
4e6d,881e,b87956c07977,1,1,1
5,aac,77.001,1,1,1
5,aac,95.011,1,1,1
5,data,tables,1,1,1
5,pasture,lands,1,1,1
5,sablefish,fisheries,1,1,1
55mm,coho,salmon,1,1,1
55mm,juvenile,coho,1,1,1
58,unique,rivers,1,1,1
5d2c3b4a70d1,commercial,harvest,1,1,1
5j,2017.04,pdf,1,1,1
6,ac,regions,1,1,1
6,lands,chapter,1,1,1
6,related,tables,1,1,1
6,roads,7,1,1,1
601c738b3a3c,sportfish,harvest,1,1,1
63,stream,temperature,1,1,1
65,commercial,fisheries,1,1,1
6a6a530f,3660,424f,1,1,1
"7,305",314,doi,1,1,1
70,projects,conducted,1,1,1
77.001,sport,fish,1,1,1
788537,license,creative,1,1,1
7e4586c0,9812,4355,1,1,1
8,14,2017,1,1,1
8,navigable,waterways,1,1,1
8,stream,temperature,1,1,1
8,watershed,boundaries,1,1,1
8f3b,1445b9a8ca53,commercial,1,1,1
9,crab,fisheries,1,1,1
93,water,management,1,1,1
9774,4581,aafb,1,1,1
9812,4355,8f3b,1,1,1
a4b190fe,e090,4e6d,1,1,1
aac,77.001,sport,1,1,1
aafb,5d2c3b4a70d1,commercial,1,1,1
abundance,estimates,1,1,1,1
abundance,index,data,1,1,1
ac,regions,data,1,1,1
access,database,file,1,1,1
accessed,2019,02,1,1,1
accessible,means,provided,1,1,1
accessing,http,www.legfin.akleg.gov,1,1,1
added,category,column,1,1,1
additional,data,considerations,1,1,1
additional,data,table,1,1,1
additional,file,chignik_population.png,1,1,1
additional,file,describing,1,1,1
additionally,pfd,data,1,1,1
adfg,annual,management,1,1,1
adfg,commercial,harvest,1,1,1
adfg,fisheriesboard.meetinginfo,glenn,1,1,1
adfg,habitat,division,1,1,1
adfg,maps.datafiles,water,1,1,1
adfg_bistol,bay,asl,1,1,1
adjusted,2017,dollars,1,1,1
admin,code,salmon,1,1,1
administration,noaa,fisheries,1,1,1
administration,noaa,national,1,1,1
administrative,code,aac,1,1,1
administrative,code,salmon,1,1,1
administrative,code,title,1,1,1
advisory,committees,ac,1,1,1
advisory,councils,racs,1,1,1
advisory,panel,ap,1,1,1
aerial,ground,survey,1,1,1
aerial,imagery,primarily,1,1,1
affecting,future,production,1,1,1
age,class,produced,1,1,1
age,demographics,broken,1,1,1
age,freshwater,age,1,1,1
age,ocean,age,1,1,1
agency,provide,notification,1,1,1
aggregated,catch,comparisons,1,1,1
akavgmonthlyspec_long.csv,spans,2003,1,1,1
al,1996,included,1,1,1
alaska,1995,2016,1,1,1
alaska,admin,code,1,1,1
alaska,age,estimates,1,1,1
alaska,alaska,department,1,1,1
alaska,british,columbia,1,1,1
alaska,commercial,fisheries,1,1,1
alaska,commercial,loan,1,1,1
alaska,commercial,operator's,1,1,1
alaska,forest,shrub,1,1,1
alaska,including,permit,1,1,1
alaska,map,created,1,1,1
alaska,marine,highway,1,1,1
alaska,network,cakn,1,1,1
alaska,network,sean,1,1,1
alaska,north,slope,1,1,1
alaska,peninsula,bristol,1,1,1
alaska,regions,correspond,1,1,1
alaska,resident,local,1,1,1
alaska,resident,permanent,1,1,1
alaska,residents,submit,1,1,1
alaska,revised,1982,1,1,1
alaska,salmon,fisheries,1,1,1
alaska,sampling,occurred,1,1,1
alaska,sasap_regions.zip,shapefile,1,1,1
alaska,seafood,products,1,1,1
alaska,statehood,1959,1,1,1
alaska,subsistence,users,1,1,1
alaska,twenty,rasters,1,1,1
alaska's,fisheries,management,1,1,1
alaska's,limited,entry,1,1,1
alaska’s,diverse,salmon,1,1,1
alaska’s,limited,salmon,1,1,1
alaska’s,permanent,permit,1,1,1
alaskan,air,temperatures,1,1,1
alaskan,coded,wire,1,1,1
alaskan,commercial,salmon,1,1,1
alaskan,communities,knowing,1,1,1
alaskan,communities,unlike,1,1,1
alaskan,fishing,employee,1,1,1
alaskan,hatchery,production,1,1,1
alaskan,labor,force,1,1,1
alaskan,people's,population,1,1,1
alaskan,salmon,species,1,1,1
alaskan,watershed,csv,1,1,1
alaskan,watersheds,knowledge,1,1,1
alaskasalmonandpeople.org,age,classes,1,1,1
alaskasalmonandpeople.org,source,information,1,1,1
aleutian,islands,commercial,1,1,1
allan,jr,beher,1,1,1
allocation,disputes,alaska's,1,1,1
allowing,surface,transportation,1,1,1
american,community,survey,1,1,1
american,land,cover,1,1,1
amp,amp,jack,1,1,1
amp,irvine,2018,1,1,1
amp,irvine,j.r,1,1,1
anadromous,fish,streams,1,1,1
anadromous,water,body,1,1,1
anadromous,waterbody,require,1,1,1
analysis,project,river's,1,1,1
analyzed,spatially,finally,1,1,1
anchorage,alaska,native,1,1,1
annette,island,indian,1,1,1
annual,budget,information,1,1,1
annual,commercial,salmon,1,1,1
annual,escapement,estimates,1,1,1
annual,fire,data,1,1,1
annual,mail,survey,1,1,1
annual,management,reports,1,1,1
annual,permit,earnings,1,1,1
annual,report,2016,1,1,1
annual,reports,coar,1,1,1
annual,salmon,fishery,1,1,1
annual,salmon,hatchery,1,1,1
annual,snap,data,1,1,1
annual,total,earnings,1,1,1
annual,wholesale,production,1,1,1
ans,district,2011,1,1,1
ans,region,allowing,1,1,1
ans,regions,lower,1,1,1
appropriated,noaa,fisheries,1,1,1
approximate,centroid,location,1,1,1
aquatic,stream,temperature,1,1,1
aquifer,testing,including,1,1,1
arcgis,rest,services,1,1,1
archive,2015,http,1,1,1
archived,excel,file,1,1,1
arctic,yukon,kuskokwim,1,1,1
arctic,yukon,kusokwim,1,1,1
article,1,5,1,1,1
article,2,appropriation,1,1,1
asl,data,asl_formatted_bristolbay.csv,1,1,1
asl,data,asl_formatted_coghillweir.csv,1,1,1
asl,data,asl_formatted_eastsidechinook.csv,1,1,1
asl,data,asl_formatted_lowercookinlet.csv,1,1,1
asl,data,asl_formatted_uppercookinlet.csv,1,1,1
asl,data,export.csv,1,1,1
asl,sampling,project,1,1,1
asl_formatting_cookinlet.r,draws,pertinent,1,1,1
asl_formatting_lowercookinlet.r,draws,pertinent,1,1,1
assess,stream,crossings,1,1,1
assessment,information,i.e,1,1,1
assessment,program,conducts,1,1,1
assign,sasap,region,1,1,1
assigns,region,information,1,1,1
attaches,location,information,1,1,1
attribute,record,including,1,1,1
attributes,2018,knowledge,1,1,1
attribution,3.0,unported,1,1,1
author,mining,footprints,1,1,1
average,alaskan,air,1,1,1
average,alaskan,precipitation,1,1,1
average,estimated,gross,1,1,1
average,estimates,based,1,1,1
average,wholesale,price,1,1,1
awc,index.cfm,adfg,1,1,1
awc,pdfs,2017swt_catalog.pdf,1,1,1
awt,conducts,enforcement,1,1,1
