word1,word2,n,unique_ids,unique_authors
autonomous,agency,8,8,3
chinook,chum,8,8,3
chinook,salmon,8,6,4
commercial,harvest,8,4,2
copper,river,8,7,4
count,salmon,8,8,3
elevated,towers,8,8,3
entry,commision,8,7,3
excel,file,8,6,3
fisheries,include,8,8,3
fisheries,limited,8,8,3
fishery,resources,8,8,4
fishing,permits,8,8,3
freshwater,corridors,8,8,3
harvest,data,8,6,3
http,live.laborstats.alaska.gov,8,5,2
including,permits,8,8,3
independent,autonomous,8,8,3
lake,temperatures,8,8,2
migration,escapement,8,8,3
national,park,8,5,4
observers,stationed,8,8,3
original,dataset,8,6,3
pass,upriver,8,8,3
past,elevated,8,8,3
peak,spawning,8,8,3
permits,including,8,8,3
project,https,8,8,6
projects,utilize,8,8,3
regulates,entry,8,8,3
represent,total,8,8,3
research,projects,8,8,3
salmon,fishery,8,8,3
salmon,migrate,8,8,3
shapefile,located,8,4,1
site,level,8,7,2
southeast,alaska,8,7,4
spawning,activity,8,8,3
stationary,projects,8,8,3
total,age,8,4,3
utilize,observers,8,8,3
adf,amp,7,5,4
aerial,surveys,7,7,3
aircraft,provide,7,7,3
alaska's,unique,7,7,3
boosting,economic,7,7,3
bristol,bay,7,7,3
chum,coho,7,7,3
coho,pink,7,7,3
commision,cfec,7,7,3
data,sources,7,7,5
economic,stability,7,7,3
effective,management,7,7,5
escapement,count,7,7,3
estimate,age,7,7,2
estimate,escapement,7,7,3
federal,subsistence,7,3,3
fishery,disaster,7,1,1
game,division,7,5,4
includes,information,7,6,4
index.cfm,adfg,7,6,4
pacific,salmon,7,6,5
period,escapement,7,7,3
permit,holders,7,4,2
populations,trends,7,7,2
promoting,conservation,7,7,3
salmon,abundance,7,7,4
sea,3,7,7,4
sonar,equipment,7,7,3
sport,fishing,7,4,2
stationary,escapement,7,7,3
subsistence,fishing,7,3,1
towers,sonar,7,7,3
unique,fishery,7,7,3
wild,resources,7,4,1
yield,management,7,7,3
1,km,6,2,1
alaska,board,6,5,4
conservation,cooperative,6,2,1
cru,ts,6,2,1
csv,files,6,5,2
data,tables,6,3,3
file,names,6,6,2
fishery,frequently,6,6,3
fishing,vessels,6,6,3
frequently,located,6,6,3
freshwater,stream,6,6,3
game,adfg,6,6,5
historical,monthly,6,2,1
hourly,stream,6,6,2
jared,kibele,6,4,2
km,cru,6,2,1
landscape,conservation,6,2,1
level,metadata,6,6,2
management,strategy,6,6,3
markdown,file,6,5,3
monitoring,sites,6,6,1
permit,information,6,4,2
project,sasap,6,6,5
rmd,file,6,5,3
sasap,regions,6,6,6
sockeye,age,6,6,3
species,escapement,6,6,3
subsistence,fisheries,6,5,3
alaska,residents,5,5,2
anadromous,fish,5,2,2
brood,table,5,2,2
collected,hourly,5,5,1
commercial,salmon,5,5,3
ensure,effective,5,5,3
fish,age,5,5,2
fish,caught,5,5,2
format,consistent,5,5,3
formatted,waterbodyname_akoatsid_startdate_enddate,5,5,2
geological,survey,5,5,3
huc8,watershed,5,5,1
human,footprint,5,2,1
includes,fishing,5,5,3
jeanette,clark,5,4,3
live.laborstats.alaska.gov,seafood,5,3,1
markdown,document,5,5,4
mature,salmon,5,5,2
mining,footprints,5,1,1
national,historical,5,3,3
original,excel,5,5,2
owner,resides,5,1,1
packers,processors,5,5,3
park,service,5,4,3
permit,owner,5,1,1
processors,transporter,5,5,3
python,script,5,5,1
reformatting,script,5,5,2
related,activities,5,5,3
riverscape,analysis,5,3,1
rmarkdown,document,5,5,5
salmon,migrating,5,5,2
sasap_regions.zip,shapefile,5,5,1
sasap_watersheds_gapfix.zip,shapefile,5,5,1
seine,skiffs,5,5,3
site,occurred,5,5,1
subsistence,board,5,3,3
subsistence,harvest,5,5,2
tables,collected,5,5,3
temperature,monitoring,5,5,1
tenders,packers,5,5,3
total,fish,5,5,2
transporter,vessels,5,5,3
vessels,tenders,5,5,3
wildlife,service,5,4,3
www.adfg.alaska.gov,index.cfm,5,4,4
www.adfg.alaska.gov,sf,5,4,2
2b5ab57e,38ec,4,4,1
2c1c26fc,bfb9,4,4,1
38ec,4bc9,4,4,1
4b6a,8d4a,4,4,1
4bc9,8290,4,4,1
5,aac,4,4,3
8290,f080ec0befb4,4,4,1
8d4a,0be8e61c4deb,4,4,1
alaska,sampling,4,4,1
alaska,subsistence,4,4,2
alaskan,communities,4,2,2
analysis,project,4,3,1
bfb9,4b6a,4,4,1
british,columbia,4,4,3
chum,salmon,4,3,3
commercial,fishery,4,3,3
csv,versions,4,4,1
data,outlines,4,4,1
entry,permits,4,1,1
estimates,based,4,2,1
excel,format,4,4,1
files,file,4,4,1
fisheries,enhancement,4,2,1
fisheries,require,4,2,1
fishery,management,4,3,2
freshwater,saltwater,4,2,2
geographic,information,4,2,2
harvest,information,4,3,1
hatchery,fish,4,1,1
https,www.adfg.alaska.gov,4,4,2
hydro,network,4,4,1
hydrologic,unit,4,2,1
included,python,4,4,1
includes,site,4,4,1
includes,stocks,4,2,2
including,permit,4,4,2
ipums,national,4,2,2
land,management,4,2,2
length,asl,4,4,4
local,forum,4,3,3
location,information,4,4,2
model,fish,4,1,1
national,hydro,4,4,1
noaa,fisheries,4,2,2
original,brood,4,4,1
original,file,4,4,3
original,source,4,4,4
permit,earnings,4,2,2
pink,salmon,4,2,2
processing,steps,4,4,3
rap,dataset,4,2,1
regional,boundaries,4,3,1
resulting,shapefiles,4,4,1
road,system,4,1,1
salmon,brood,4,4,4
salmon,spawn,4,3,1
sampling,site,4,4,1
subsistence,division,4,3,2
subsistence,personal,4,4,2
survey,usgs,4,4,2
thirteen,regions,4,4,1
ts,dataset,4,2,1
upper,cook,4,4,2
urn:uuid,2b5ab57e,4,4,1
urn:uuid,2c1c26fc,4,4,1
waters,catalog,4,3,3
website,http,4,4,1
website,https,4,4,4
workforce,development,4,4,2
188,watersheds,3,3,1
1975,2015,3,1,1
2019,knowledge,3,3,2
250,indicators,3,2,2
additional,information,3,3,2
adfg,fish,3,1,1
administrative,code,3,3,1
adopt,regulations,3,3,1
alari,site,3,1,1
alaska,administrative,3,3,1
alaska,commercial,3,3,1
alaska,hydrologic,3,1,1
analysis,section,3,3,1
analysis,tool,3,3,1
assign,latitude,3,3,3
assist,wild,3,3,1
biological,escapement,3,3,2
canadian,national,3,3,1
ckan.snap.uaf.edu,dataset,3,3,1
clark,rachel,3,3,2
coded,wire,3,1,1
commercial,subsistence,3,3,2
commission,cfec,3,3,2
commons,attribution,3,3,1
consistent,format,3,3,2
creative,commons,3,3,1
cultural,practices,3,3,1
data,alaska,3,3,2
data,collected,3,2,2
data,included,3,3,1
data,set,3,2,1
development,website,3,3,2
disaster,determinations,3,1,1
ecology,climate,3,3,1
economic,development,3,2,1
escapement,escapement,3,3,1
estimated,permit,3,2,1
exist,alongside,3,3,1
family,consumption,3,1,1
federally,recognized,3,1,1
final,escapement,3,1,1
fish,stocks,3,3,1
fisheries,bof,3,3,2
fishing,district,3,2,2
fishing,regulations,3,3,1
footprint,data,3,2,1
forms,collected,3,3,2
game,commercial,3,2,1
gross,earnings,3,2,2
hatchery,origin,3,2,2
historical,park,3,1,1
html,file,3,3,2
http,ckan.snap.uaf.edu,3,3,1
https,doi.org,3,2,1
huc8,definitions,3,3,1
hydrologic,survey,3,1,1
hydrology,studies,3,3,1
identify,fish,3,3,1
included,rmarkdown,3,3,3
information,includes,3,2,2
international,joint,3,3,1
inventory,database,3,1,1
joint,commission,3,3,1
kuskokwim,river,3,2,2
land,cover,3,1,1
log,tracking,3,1,1
logged,data,3,3,1
longitude,values,3,3,3
lookup,tables,3,3,3
mapping,functions,3,3,2
metadata,file,3,3,2
modified,slightly,3,3,1
monthly,precipitation,3,1,1
monthly,temperature,3,1,1
native,language,3,2,2
natural,resources,3,2,2
noncommercial,customary,3,3,1
norton,sound,3,3,2
ongoing,sampling,3,3,1
original,csv,3,2,2
pacific,ocean,3,2,2
pacific,rim,3,3,1
passage,inventory,3,1,1
permit,application,3,3,2
permit,database,3,2,2
permit,holder,3,3,2
permit,transfers,3,3,2
pertinent,columns,3,3,1
population,trends,3,3,3
precipitation,1,3,1,1
processing,industry,3,2,1
project,188,3,3,1
project,2019,3,3,2
provided,directly,3,3,1
public,permit,3,2,2
quality,assurance,3,3,2
rachel,carlson,3,3,2
reformatted,dataset,3,3,2
reformatting,steps,3,3,3
release,site,3,1,1
resources,exist,3,3,1
river,systems,3,3,2
rural,families,3,3,1
salmon,conservation,3,3,1
salmon,stocks,3,3,2
sampling,occurred,3,3,1
seafood,statewide,3,2,1
season,harvest,3,1,1
service,national,3,2,2
shapefile,jared,3,2,1
shapefile,regions_slope_shp.zip,3,3,1
shapefile,watersheds_slope_shp.zip,3,3,1
single,file,3,3,2
slightly,reformats,3,3,3
sockeye,brood,3,2,2
standard,deviation,3,3,2
stanford,2012,3,3,1
stream,crossings,3,1,1
streamflow,gauging,3,1,1
subsistence,management,3,2,2
subsistence,priority,3,3,3
subsistence,users,3,2,2
tabular,format,3,3,3
tax,revenue,3,1,1
temperature,1,3,1,1
time,period,3,3,2
tool,developed,3,3,1
tracking,system,3,1,1
water,body,3,2,2
wild,salmon,3,3,1
wire,tag,3,1,1
worker,characteristics,3,1,1
1,4,2,2,1
1,assessments,2,1,1
1,stocks,2,2,2
10.18128,d050,2,2,2
10.5063,f1mp51jd,2,2,2
12,months,2,1,1
12.0,database,2,2,2
13,regions,2,2,2
16,3n,2,1,1
16.05.871,901,2,1,1
18,aac,2,1,1
1959,2016,2,2,2
1990s,era,2,2,1
2000,2016,2,2,1
2010,national,2,1,1
2017,alaska,2,2,2
2017,http,2,2,2
2018,commercial,2,1,1
4.0,https,2,2,1
5,satellite,2,2,1
8,regions,2,1,1
aac,39.222,2,2,1
abundance,estimates,2,1,1
access,database,2,2,2
additional,data,2,2,1
additional,file,2,2,2
additional,set,2,2,2
address,change,2,2,2
adfg,fishpassage.database,2,1,1
adfg,subsistence,2,1,1
administration,noaa,2,2,2
adult,salmon,2,2,1
advisory,panel,2,1,1
age,calculated,2,2,2
age,table,2,2,2
aggregation,process,2,2,2
alaska,1975,2,2,2
alaska,climate,2,2,1
alaska,details,2,2,1
alaska,fisheries,2,1,1
alaska,fishery,2,2,1
alaska,landscape,2,2,1
alaska,native,2,1,1
alaska,network,2,2,2
alaska,peninsula,2,2,2
alaska,resident,2,2,2
alaska,sport,2,1,1
alaska,wide,2,2,1
alaska,wildlife,2,1,1
alaska.edu,scott,2,2,1
alaska's,department,2,2,1
alaskan,river,2,2,1
alaskan,seafood,2,2,1
allocation,disputes,2,2,2
allocative,factors,2,2,1
amp,irvine,2,1,1
anadramous,waters,2,1,1
anadromous,waters,2,2,2
anchorage,alaska,2,2,2
anchorage,http,2,2,2
andrew,munro,2,1,1
annual,budget,2,2,1
annual,chinook,2,2,2
annual,data,2,2,2
annual,reports,2,2,1
annual,salmon,2,2,2
application,transfer,2,2,2
arctic,landscape,2,2,1
arctic,yukon,2,2,1
assess,regions,2,2,1
assessment,program,2,1,1
assigned,based,2,2,2
assigned,escapement,2,2,1
assurance,checks,2,2,1
atmospheric,administration,2,2,2
attribution,4.0,2,2,1
average,alaskan,2,2,1
bag,limit,2,2,1
basic,information,2,1,1
bay,alaska,2,2,2
bay,national,2,1,1
bay,region,2,2,1
board,calls,2,2,2
board,staff,2,2,2
book,proposals,2,2,2
boreal,landscape,2,2,1
boundaries,knowledge,2,2,1
boundary,dataset,2,1,1
brood,stock,2,1,1
burned,annual,2,1,1
canadian,data,2,2,2
cataloging,units,2,1,1
catch,data,2,2,2
census,surveys,2,2,2
cfec,including,2,2,2
change,forms,2,2,2
characteristics,tax,2,1,1
chinook,brood,2,1,1
chinook,stocks,2,2,2
citation,steven,2,2,2
climate,science,2,2,1
coastal,fisheries,2,1,1
code,salmon,2,2,1
columns,slightly,2,2,2
comisión,nacional,2,1,1
commerce,community,2,2,1
commission,2018,2,1,1
common,types,2,2,1
community,information,2,1,1
community,resident,2,1,1
comprise,records,2,2,1
confidential,data,2,2,2
conservation,science,2,2,2
considers,biological,2,2,1
constitute,potential,2,2,2
cooperative,lccs,2,2,1
cooperative,western,2,2,1
copper,rivers,2,2,1
corporation,lands,2,1,1
count,data,2,1,1
creativecommons.org,licenses,2,2,1
csv,data,2,2,1
csv,includes,2,2,2
customary,harvest,2,2,1
cycle,begins,2,2,1
d050,v12.0,2,2,2
data,extracted,2,2,1
data,processing,2,2,2
data,reformatting,2,2,2
data,repository,2,2,1
data,table,2,2,2
data2,nhgis.org,2,2,2
database,http,2,1,1
database,minneapolis,2,2,2
dataretrieval,included,2,2,1
dataset,historical,2,2,1
dataset,wbd,2,1,1
david,van,2,2,2
decennial,census,2,2,2
demographics,affiliations,2,2,2
detailed,information,2,2,2
directly,participate,2,2,2
district,information,2,1,1
divisions,determined,2,2,1
doi.org,10.18128,2,2,2
dolly,varden,2,2,1
download,similar,2,2,1
draws,pertinent,2,2,1
duplicate,records,2,2,1
dynamics,i.e,2,1,1
dynamics,management,2,1,1
e.g,spawning,2,2,1
ecosystem,science,2,1,1
electronic,data,2,2,2
employee,count,2,1,1
ensure,survival,2,2,1
ensure,sustainability,2,2,1
environmental,conservation,2,2,2
era,landsat,2,2,1
eric,volk,2,1,1
escapement,estimate,2,2,1
escapement,estimates,2,2,2
escapement,goal,2,2,2
estimate,freshwater,2,2,2
estimated,annual,2,2,2
estimated,gross,2,1,1
excel,files,2,1,1
executive,director,2,2,2
extract,historic,2,2,1
extracted,data,2,2,2
facilitates,resource,2,2,2
federal,public,2,1,1
fertilized,eggs,2,2,1
file,age,2,2,2
file,censusdata_master.csv,2,1,1
file,glennallen,2,1,1
files,data,2,2,2
fire,history,2,1,1
fish,act,2,1,1
fish,alaska,2,2,2
fish,board,2,2,2
fish,camps,2,1,1
fish,commission,2,1,1
fish,harvest,2,2,2
fish,processors,2,2,1
fish,resources,2,2,1
fish,sectors,2,2,1
fish,species,2,2,1
fish,ticket,2,1,1
fisheries,commission,2,2,2
fisheries,dynamics,2,1,1
fisheries,governance,2,2,2
fisheries,related,2,1,1
fishery,regulations,2,2,1
fishing,activity,2,2,1
fishing,processing,2,2,1
fishing,survey,2,1,1
flags,duplicate,2,2,1
food,raw,2,2,1
forest,service,2,2,2
fresh,water,2,1,1
gakona,river,2,1,1
game,adf,2,2,1
game,issues,2,2,2
game,original,2,2,2
game,reports,2,2,2
game,subsistence,2,2,1
game,website,2,2,2
gauging,stations,2,1,1
gear,types,2,2,1
gis,data,2,2,2
glacier,bay,2,1,1
glennallen,district,2,1,1
glennallen,subdistrict,2,1,1
goals,begs,2,2,1
goals,biological,2,2,1
goals,oegs,2,2,1
goals,segs,2,2,1
gold,rush,2,1,1
graphing,results,2,2,1
ground,survey,2,1,1
growing,season,2,2,1
hand,dug,2,1,1
harvest,https,2,1,1
harvest,management,2,1,1
hatchery,release,2,1,1
historic,average,2,2,1
historic,geographic,2,2,2
historical,geographic,2,2,2
histories,archived,2,2,2
hr002286,csv,2,1,1
html,output,2,2,2
http,doi.org,2,2,2
http,www.legfin.akleg.gov,2,1,1
https,creativecommons.org,2,2,1
https,data2,2,2,2
https,www.cfec.state.ak.us,2,2,2
hydrologic,units,2,1,1
include,separate,2,2,1
included,pdf,2,2,2
included,rmd,2,2,2
includes,fishery,2,2,2
including,typographical,2,2,2
index,data,2,2,2
indian,affairs,2,2,2
indian,river,2,1,1
information,pertaining,2,2,2
information,service,2,2,1
information,sources,2,1,1
information,submitted,2,1,1
information,system,2,2,2
information,systems,2,2,2
international,organizations,2,2,2
issues,facilitates,2,2,2
john,walsh,2,2,1
jonathan,schroeder,2,2,2
juvenile,salmon,2,2,1
kibele,2018,2,2,1
klondike,gold,2,1,1
kotzebue,kuskokwim,2,2,1
krauss,michael,2,1,1
kurkowski,takurkowski,2,2,1
kuskokwim,norton,2,2,1
labor,force,2,2,2
landsat,4,2,2,1
language,boundaries,2,1,1
language,center,2,1,1
leaving,fertilized,2,2,1
leonawicz,michael,2,2,1
level,1,2,1,1
library,archives,2,2,2
life,cycle,2,2,1
limit,restrictions,2,2,1
lindgren,tom,2,2,1
live.laborstats.alaska.gov,pop,2,1,1
loan,application,2,1,1
locations,files,2,2,1
locations,represented,2,1,1
main,citation,2,2,2
main,data,2,1,1
major,road,2,1,1
makes,regulatory,2,2,2
management,council,2,1,1
management,objective,2,2,1
management,proposals,2,2,2
management,reports,2,2,2
manson,jonathan,2,2,2
marine,ecosystems,2,2,2
matthew,leonawicz,2,2,1
maximum,sustained,2,2,1
meeting,documents,2,2,2
methodology,outlined,2,2,1
methods,section,2,2,2
michael,lindgren,2,2,1
microsoft,access,2,2,2
migrate,downstream,2,2,1
migration,data,2,1,1
million,pounds,2,1,1
minneapolis,university,2,2,2
minnesota,2017,2,2,2
missing,data,2,1,1
monitoring,project,2,2,2
monthly,averages,2,2,1
museum,slam,2,2,2
names,dataset,2,2,2
names,including,2,2,2
natal,streams,2,2,1
national,historic,2,2,2
national,land,2,1,1
national,water,2,2,1
native,lands,2,1,1
native,peoples,2,1,1
natural,origin,2,1,1
nhgis.org,main,2,2,2
nhn,data,2,1,1
northwest,boreal,2,2,1
oncorhynchus,spp,2,2,2
online,proposal,2,2,2
optimal,escapement,2,2,1
oral,testimony,2,2,2
original,pdf,2,2,2
originally,extracted,2,2,2
pacific,anadromous,2,1,1
pacific,fishery,2,1,1
package,comprise,2,2,1
package,dataretrieval,2,2,1
passage,assessment,2,1,1
path,forward,2,2,2
pdf,document,2,2,2
pdf,format,2,2,1
people,regional,2,2,1
performs,quality,2,2,1
permanently,decommissioned,2,1,1
permit,issued,2,2,1
permit,type,2,2,2
permits,1975,2,1,1
permits,issued,2,2,1
permitted,approval,2,1,1
pink,sockeye,2,2,1
plain,text,2,2,2
potential,regulatory,2,2,2
practices,subsistence,2,2,1
project,builds,2,2,2
project,rap,2,2,1
proposal,book,2,2,2
proposal,books,2,2,2
proposals,inviting,2,2,2
provide,written,2,2,2
public,lands,2,1,1
rainbow,trout,2,2,1
raw,materials,2,2,1
reach,reproductive,2,2,1
reaching,sexual,2,2,1
readily,understandable,2,2,1
recognized,tribes,2,1,1
recovery,program,2,1,1
reformatted,csv,2,2,1
reformatted,data,2,2,1
reformatted,file,2,2,1
reformatted,sockeye,2,2,2
reformatted,table,2,2,2
reformatted,tables,2,2,1
reformatting,scripts,2,2,1
region,information,2,2,1
region,species,2,2,2
region,values,2,2,2
regional,divisions,2,2,1
regional,fisheries,2,2,2
regional,opinions,2,2,2
regional,trends,2,2,2
regions,dataset,2,2,2
regulate,subsistence,2,2,1
regulations,5,2,2,1
regulations,governing,2,2,1
regulations,vary,2,2,1
regulatory,proposals,2,1,1
related,loans,2,1,1
related,tables,2,1,1
release,agencies,2,1,1
relevant,figures,2,2,2
remote,video,2,1,1
rendered,html,2,2,1
replacing,internal,2,2,1
report,summary,2,2,1
reproductive,age,2,2,1
require,permits,2,2,1
resident,local,2,1,1
resident,nonlocal,2,1,1
residential,types,2,1,1
resource,allocation,2,2,2
restrictions,finfish,2,2,1
return,data,2,2,2
revised,1982,2,1,1
revised,version,2,1,1
river,alaska,2,2,2
river,analysis,2,2,1
river,coghill,2,2,1
river,watershed,2,2,2
rmd,merges,2,2,1
road,crossings,2,2,2
ruggerone,g.t,2,1,1
ruggles,ipums,2,2,2
run,timing,2,2,2
rural,community,2,1,1
rural,permit,2,1,1
rural,subsistence,2,2,2
rural,urban,2,2,2
rush,national,2,1,1
salmon,chum,2,1,1
salmon,governance,2,2,2
salmon,hatchery,2,1,1
salmon,management,2,1,1
salmon,oncorhynchus,2,2,2
salmon,permit,2,2,1
salmon,rainbow,2,2,1
salmon,related,2,1,1
salmon,scales,2,1,1
salmon,weight,2,2,2
saltwater,age,2,2,2
saltwater,ages,2,2,2
saltwater,notation,2,2,2
sampling,event,2,1,1
satellite,data,2,2,1
schroeder,david,2,2,2
science,center,2,2,1
scott,rupp,2,2,1
script,detailing,2,2,2
se,3,2,2,2
seafood,research,2,2,1
season,gear,2,2,1
season,growing,2,2,1
season,monthly,2,2,1
separate,files,2,2,1
service,nps,2,2,1
service,nwis,2,2,1
sex,length,2,1,1
sexual,maturity,2,2,1
sf,sportfishingsurvey,2,1,1
shape,file,2,1,1
shapefile,sasap_rivs_connected_large.zip,2,1,1
short,description,2,2,2
similar,data,2,2,1
single,dataset,2,2,2
sites,logged,2,2,1
slightly,including,2,2,2
slightly,reformat,2,2,1
sockeye,chinook,2,2,2
sound,southeast,2,2,1
southwest,alaska,2,2,1
spatial,resolution,2,2,1
spawn,leaving,2,2,1
spawning,season,2,2,1
special,publication,2,2,2
species,names,2,2,1
specific,information,2,2,1
specific,management,2,2,1
specific,regions,2,2,2
sport,fishery,2,1,1
stakeholder,demographics,2,2,2
stakeholder,participation,2,1,1
standalone,objects,2,2,2
static,water,2,1,1
steelhead,trout,2,2,1
steven,manson,2,2,2
steven,ruggles,2,2,2
stored,online,2,2,2
stream,juvenile,2,2,1
stream,section,2,1,1
streamflow,discharge,2,1,1
streams,escapement,2,2,1
strictly,regulated,2,2,1
study,period,2,2,1
subsistence,hunting,2,1,1
subsistence,purposes,2,2,1
survey,counts,2,1,1
survey,id,2,1,1
sustainable,development,2,2,2
sustainable,escapement,2,2,1
symbol,represent,2,1,1
system,version,2,2,2
systems,website,2,2,2
tables,1,2,2,1
tabular,data,2,1,1
tag,recovery,2,1,1
takurkowski,alaska.edu,2,2,1
temporal,subsets,2,2,1
ticket,data,2,1,1
time,intervals,2,2,1
tom,kurkowski,2,2,1
topologically,correct,2,2,1
traditional,cultural,2,2,1
transfer,requests,2,2,2
typographical,errors,2,2,2
u.s,fish,2,2,2
understandable,species,2,2,1
urban,community,2,1,1
urban,distinction,2,2,2
urban,permit,2,1,1
usfws,osm,2,1,1
usgs,data,2,2,1
valuable,information,2,2,2
van,riper,2,2,2
version,12.0,2,2,2
vessel,prices,2,1,1
vote,logs,2,2,2
water,information,2,2,1
water,level,2,1,1
water,quality,2,2,2
watershed,boundary,2,1,1
watersheds_slope_shp.zip,csv,2,2,1
western,alaska,2,2,1
wide,tiff,2,2,1
wildlife,troopers,2,1,1
www.adfg.alaska.gov,fedaidpdfs,2,2,2
yield,sustainable,2,2,1
0,240,1,1,1
0.01,inches,1,1,1
0.5,spatial,1,1,1
003,pdf,1,1,1
02,20,1,1,1
03,anchorage,1,1,1
04,04,1,1,1
04,2018,1,1,1
06,salmon,1,1,1
08,anchorage,1,1,1
08,pdf,1,1,1
1,2008,1,1,1
1,5,1,1,1
1,annual,1,1,1
1,built,1,1,1
1,burned,1,1,1
1,csv,1,1,1
1,improved,1,1,1
1,return,1,1,1
1,stand,1,1,1
1,statewide,1,1,1
1_escapement,header,1,1,1
10,152,1,1,1
10.1002,mcf2.10023,1,1,1
10.1038,sdata,1,1,1
10.1080,03632415.2012.696009,1,1,1
10.1577,c09,1,1,1
10.1594,pangaea,1,1,1
10.5061,dryad,1,1,1
10.5063,f1125qwp,1,1,1
10.5063,f12805x0,1,1,1
10.5063,f12r3pzm,1,1,1
10.5063,f1416vb4,1,1,1
10.5063,f1d50k8h,1,1,1
10.5063,f1g15z4d,1,1,1
10.5063,f1g73bvp,1,1,1
10.5063,f1gx48v4,1,1,1
10.5063,f1hx19z2,1,1,1
10.5063,f1j964nz,1,1,1
10.5063,f1nc5zgw,1,1,1
10.5063,f1q52mv3,1,1,1
10.5063,f1r20zn2,1,1,1
10.5063,f1t151xn,1,1,1
10.5063,f1tt4p73,1,1,1
10.5063,f1z31wxd,1,1,1
11,aac,1,1,1
11,natural,1,1,1
11,voting,1,1,1
